aspect,subj,do,io,pol,surface
Perf,P1 Sg,P3 Sg Masc,P3 Pl,Neg,nqtajthulhomx
Perf,P1 Sg,P3 Sg Fem,P1 Sg,Pos,-
Perf,P1 Sg,P3 Sg Fem,P1 Sg,Neg,-
Perf,P1 Sg,P3 Sg Fem,P1 Pl,Pos,-
Perf,P1 Sg,P3 Sg Fem,P1 Pl,Neg,-
Perf,P1 Sg,P3 Sg Fem,P2 Sg,Pos,nqtajthielek
Perf,P1 Sg,P3 Sg Fem,P2 Sg,Neg,nqtajthilekx
Perf,P1 Sg,P3 Sg Fem,P2 Pl,Pos,nqtajthielkom
Perf,P1 Sg,P3 Sg Fem,P2 Pl,Neg,nqtajthilkomx
Perf,P1 Sg,P3 Sg Fem,P3 Sg Masc,Pos,nqtajthielu
Perf,P1 Sg,P3 Sg Fem,P3 Sg Masc,Neg,nqtajthilux
Perf,P1 Sg,P3 Sg Fem,P3 Sg Fem,Pos,nqtajthielha
Perf,P1 Sg,P3 Sg Fem,P3 Sg Fem,Neg,nqtajthilhiex
Perf,P1 Sg,P3 Sg Fem,P3 Pl,Pos,nqtajthielhom
Perf,P1 Sg,P3 Sg Fem,P3 Pl,Neg,nqtajthilhomx
Perf,P1 Sg,P3 Pl,P1 Sg,Pos,-
Perf,P1 Sg,P3 Pl,P1 Sg,Neg,-
Perf,P1 Sg,P3 Pl,P1 Pl,Pos,-
Perf,P1 Sg,P3 Pl,P1 Pl,Neg,-
Perf,P1 Sg,P3 Pl,P2 Sg,Pos,nqtajthomlok
Perf,P1 Sg,P3 Pl,P2 Sg,Neg,nqtajthomlokx
Perf,P1 Sg,P3 Pl,P2 Pl,Pos,nqtajthomlkom
Perf,P1 Sg,P3 Pl,P2 Pl,Neg,nqtajthomlkomx
Perf,P1 Sg,P3 Pl,P3 Sg Masc,Pos,nqtajthomlu
Perf,P1 Sg,P3 Pl,P3 Sg Masc,Neg,nqtajthomlux
Perf,P1 Sg,P3 Pl,P3 Sg Fem,Pos,nqtajthomlha
Perf,P1 Sg,P3 Pl,P3 Sg Fem,Neg,nqtajthomlhiex
Perf,P1 Sg,P3 Pl,P3 Pl,Pos,nqtajthomlhom
Perf,P1 Sg,P3 Pl,P3 Pl,Neg,nqtajthomlhomx
Perf,P1 Pl,-,-,Pos,nqtajna
Perf,P1 Pl,-,-,Neg,nqtajniex
Perf,P1 Pl,P1 Sg,-,Pos,-
Perf,P1 Pl,P1 Sg,-,Neg,-
Perf,P1 Pl,P1 Pl,-,Pos,-
Perf,P1 Pl,P1 Pl,-,Neg,-
Perf,P1 Pl,P2 Sg,-,Pos,nqtajniek
Perf,P1 Pl,P2 Sg,-,Neg,nqtajnikx
Perf,P1 Pl,P2 Pl,-,Pos,nqtajniekom
Perf,P1 Pl,P2 Pl,-,Neg,nqtajnikomx
Perf,P1 Pl,P3 Sg Masc,-,Pos,nqtajnieh
Perf,P1 Pl,P3 Sg Masc,-,Neg,nqtajnihx
Perf,P1 Pl,P3 Sg Fem,-,Pos,nqtajnieha
Perf,P1 Pl,P3 Sg Fem,-,Neg,nqtajnihiex
Perf,P1 Pl,P3 Pl,-,Pos,nqtajniehom
Perf,P1 Pl,P3 Pl,-,Neg,nqtajnihomx
Perf,P1 Pl,-,P1 Sg,Pos,-
Perf,P1 Pl,-,P1 Sg,Neg,-
Perf,P1 Pl,-,P1 Pl,Pos,-
Perf,P1 Pl,-,P1 Pl,Neg,-
Perf,P1 Pl,-,P2 Sg,Pos,nqtajnielek
Perf,P1 Pl,-,P2 Sg,Neg,nqtajnilekx
Perf,P1 Pl,-,P2 Pl,Pos,nqtajnielkom
Perf,P1 Pl,-,P2 Pl,Neg,nqtajnilkomx
Perf,P1 Pl,-,P3 Sg Masc,Pos,nqtajnielu
Perf,P1 Pl,-,P3 Sg Masc,Neg,nqtajnilux
Perf,P1 Pl,-,P3 Sg Fem,Pos,nqtajnielha
Perf,P1 Pl,-,P3 Sg Fem,Neg,nqtajnilhiex
Perf,P1 Pl,-,P3 Pl,Pos,nqtajnielhom
Perf,P1 Pl,-,P3 Pl,Neg,nqtajnilhomx
Perf,P1 Pl,P3 Sg Masc,P1 Sg,Pos,-
Perf,P1 Pl,P3 Sg Masc,P1 Sg,Neg,-
Perf,P1 Pl,P3 Sg Masc,P1 Pl,Pos,-
Perf,P1 Pl,P3 Sg Masc,P1 Pl,Neg,-
Perf,P1 Pl,P3 Sg Masc,P2 Sg,Pos,nqtajnihulek
Perf,P1 Pl,P3 Sg Masc,P2 Sg,Neg,nqtajnihulekx
Perf,P1 Pl,P3 Sg Masc,P2 Pl,Pos,nqtajnihulkom
Perf,P1 Pl,P3 Sg Masc,P2 Pl,Neg,nqtajnihulkomx
Perf,P1 Pl,P3 Sg Masc,P3 Sg Masc,Pos,nqtajnihulu
Perf,P1 Pl,P3 Sg Masc,P3 Sg Masc,Neg,nqtajnihulux
Perf,P1 Pl,P3 Sg Masc,P3 Sg Fem,Pos,nqtajnihulha
Perf,P1 Pl,P3 Sg Masc,P3 Sg Fem,Neg,nqtajnihulhiex
Perf,P1 Pl,P3 Sg Masc,P3 Pl,Pos,nqtajnihulhom
Perf,P1 Pl,P3 Sg Masc,P3 Pl,Neg,nqtajnihulhomx
Perf,P1 Pl,P3 Sg Fem,P1 Sg,Pos,-
Perf,P1 Pl,P3 Sg Fem,P1 Sg,Neg,-
Perf,P1 Pl,P3 Sg Fem,P1 Pl,Pos,-
Perf,P1 Pl,P3 Sg Fem,P1 Pl,Neg,-
Perf,P1 Pl,P3 Sg Fem,P2 Sg,Pos,nqtajnihielek
Perf,P1 Pl,P3 Sg Fem,P2 Sg,Neg,nqtajnihilekx
Perf,P1 Pl,P3 Sg Fem,P2 Pl,Pos,nqtajnihielkom
Perf,P1 Pl,P3 Sg Fem,P2 Pl,Neg,nqtajnihilkomx
Perf,P1 Pl,P3 Sg Fem,P3 Sg Masc,Pos,nqtajnihielu
Perf,P1 Pl,P3 Sg Fem,P3 Sg Masc,Neg,nqtajnihilux
Perf,P1 Pl,P3 Sg Fem,P3 Sg Fem,Pos,nqtajnihielha
Perf,P1 Pl,P3 Sg Fem,P3 Sg Fem,Neg,nqtajnihilhiex
Perf,P1 Pl,P3 Sg Fem,P3 Pl,Pos,nqtajnihielhom
Perf,P1 Pl,P3 Sg Fem,P3 Pl,Neg,nqtajnihilhomx
Perf,P1 Pl,P3 Pl,P1 Sg,Pos,-
Perf,P1 Pl,P3 Pl,P1 Sg,Neg,-
Perf,P1 Pl,P3 Pl,P1 Pl,Pos,-
Perf,P1 Pl,P3 Pl,P1 Pl,Neg,-
Perf,P1 Pl,P3 Pl,P2 Sg,Pos,nqtajnihomlok
Perf,P1 Pl,P3 Pl,P2 Sg,Neg,nqtajnihomlokx
Perf,P1 Pl,P3 Pl,P2 Pl,Pos,nqtajnihomlkom
Perf,P1 Pl,P3 Pl,P2 Pl,Neg,nqtajnihomlkomx
Perf,P1 Pl,P3 Pl,P3 Sg Masc,Pos,nqtajnihomlu
Perf,P1 Pl,P3 Pl,P3 Sg Masc,Neg,nqtajnihomlux
Perf,P1 Pl,P3 Pl,P3 Sg Fem,Pos,nqtajnihomlha
Perf,P1 Pl,P3 Pl,P3 Sg Fem,Neg,nqtajnihomlhiex
Perf,P1 Pl,P3 Pl,P3 Pl,Pos,nqtajnihomlhom
Perf,P1 Pl,P3 Pl,P3 Pl,Neg,nqtajnihomlhomx
Perf,P2 Sg,-,-,Pos,nqtajt
Perf,P2 Sg,-,-,Neg,nqtajtx
Perf,P2 Sg,P1 Sg,-,Pos,nqtajtni
Perf,P2 Sg,P1 Sg,-,Neg,nqtajtnix
Perf,P2 Sg,P1 Pl,-,Pos,nqtajtna
Perf,P2 Sg,P1 Pl,-,Neg,nqtajtniex
Perf,P2 Sg,P2 Sg,-,Pos,-
Perf,P2 Sg,P2 Sg,-,Neg,-
Perf,P2 Sg,P2 Pl,-,Pos,-
Perf,P2 Sg,P2 Pl,-,Neg,-
Perf,P2 Sg,P3 Sg Masc,-,Pos,nqtajtu
Perf,P2 Sg,P3 Sg Masc,-,Neg,nqtajtux
Perf,P2 Sg,P3 Sg Fem,-,Pos,nqtajtha
Perf,P2 Sg,P3 Sg Fem,-,Neg,nqtajthiex
Perf,P2 Sg,P3 Pl,-,Pos,nqtajthom
Perf,P2 Sg,P3 Pl,-,Neg,nqtajthomx
Perf,P2 Sg,-,P1 Sg,Pos,nqtajtli
Perf,P2 Sg,-,P1 Sg,Neg,nqtajtlix
Perf,P2 Sg,-,P1 Pl,Pos,nqtajtilna
Perf,P2 Sg,-,P1 Pl,Neg,nqtajtilniex
Perf,P2 Sg,-,P2 Sg,Pos,-
Perf,P2 Sg,-,P2 Sg,Neg,-
Perf,P2 Sg,-,P2 Pl,Pos,-
Perf,P2 Sg,-,P2 Pl,Neg,-
Perf,P2 Sg,-,P3 Sg Masc,Pos,nqtajtlu
Perf,P2 Sg,-,P3 Sg Masc,Neg,nqtajtlux
Perf,P2 Sg,-,P3 Sg Fem,Pos,nqtajtilha
Perf,P2 Sg,-,P3 Sg Fem,Neg,nqtajtilhiex
Perf,P2 Sg,-,P3 Pl,Pos,nqtajtilhom
Perf,P2 Sg,-,P3 Pl,Neg,nqtajtilhomx
Perf,P2 Sg,P3 Sg Masc,P1 Sg,Pos,nqtajthuli
Perf,P2 Sg,P3 Sg Masc,P1 Sg,Neg,nqtajthulix
Perf,P2 Sg,P3 Sg Masc,P1 Pl,Pos,nqtajthulna
Perf,P2 Sg,P3 Sg Masc,P1 Pl,Neg,nqtajthulniex
Perf,P2 Sg,P3 Sg Masc,P2 Sg,Pos,-
Perf,P2 Sg,P3 Sg Masc,P2 Sg,Neg,-
Perf,P2 Sg,P3 Sg Masc,P2 Pl,Pos,-
Perf,P2 Sg,P3 Sg Masc,P2 Pl,Neg,-
Perf,P2 Sg,P3 Sg Masc,P3 Sg Masc,Pos,nqtajthulu
Perf,P2 Sg,P3 Sg Masc,P3 Sg Masc,Neg,nqtajthulux
Perf,P2 Sg,P3 Sg Masc,P3 Sg Fem,Pos,nqtajthulha
Perf,P2 Sg,P3 Sg Masc,P3 Sg Fem,Neg,nqtajthulhiex
Perf,P2 Sg,P3 Sg Masc,P3 Pl,Pos,nqtajthulhom
Perf,P2 Sg,P3 Sg Masc,P3 Pl,Neg,nqtajthulhomx
Perf,P2 Sg,P3 Sg Fem,P1 Sg,Pos,nqtajthieli
Perf,P2 Sg,P3 Sg Fem,P1 Sg,Neg,nqtajthilix
Perf,P2 Sg,P3 Sg Fem,P1 Pl,Pos,nqtajthielna
Perf,P2 Sg,P3 Sg Fem,P1 Pl,Neg,nqtajthilniex
Perf,P2 Sg,P3 Sg Fem,P2 Sg,Pos,-
Perf,P2 Sg,P3 Sg Fem,P2 Sg,Neg,-
Perf,P2 Sg,P3 Sg Fem,P2 Pl,Pos,-
Perf,P2 Sg,P3 Sg Fem,P2 Pl,Neg,-
Perf,P2 Sg,P3 Sg Fem,P3 Sg Masc,Pos,nqtajthielu
Perf,P2 Sg,P3 Sg Fem,P3 Sg Masc,Neg,nqtajthilux
Perf,P2 Sg,P3 Sg Fem,P3 Sg Fem,Pos,nqtajthielha
Perf,P2 Sg,P3 Sg Fem,P3 Sg Fem,Neg,nqtajthilhiex
Perf,P2 Sg,P3 Sg Fem,P3 Pl,Pos,nqtajthielhom
Perf,P2 Sg,P3 Sg Fem,P3 Pl,Neg,nqtajthilhomx
Perf,P2 Sg,P3 Pl,P1 Sg,Pos,nqtajthomli
Perf,P2 Sg,P3 Pl,P1 Sg,Neg,nqtajthomlix
Perf,P2 Sg,P3 Pl,P1 Pl,Pos,nqtajthomlna
Perf,P2 Sg,P3 Pl,P1 Pl,Neg,nqtajthomlniex
Perf,P2 Sg,P3 Pl,P2 Sg,Pos,-
Perf,P2 Sg,P3 Pl,P2 Sg,Neg,-
Perf,P2 Sg,P3 Pl,P2 Pl,Pos,-
Perf,P2 Sg,P3 Pl,P2 Pl,Neg,-
Perf,P2 Sg,P3 Pl,P3 Sg Masc,Pos,nqtajthomlu
Perf,P2 Sg,P3 Pl,P3 Sg Masc,Neg,nqtajthomlux
Perf,P2 Sg,P3 Pl,P3 Sg Fem,Pos,nqtajthomlha
Perf,P2 Sg,P3 Pl,P3 Sg Fem,Neg,nqtajthomlhiex
Perf,P2 Sg,P3 Pl,P3 Pl,Pos,nqtajthomlhom
Perf,P2 Sg,P3 Pl,P3 Pl,Neg,nqtajthomlhomx
Perf,P2 Pl,-,-,Pos,nqtajtu
Perf,P2 Pl,-,-,Neg,nqtajtux
Perf,P2 Pl,P1 Sg,-,Pos,nqtajtuni
Perf,P2 Pl,P1 Sg,-,Neg,nqtajtunix
Perf,P2 Pl,P1 Pl,-,Pos,nqtajtuna
Perf,P2 Pl,P1 Pl,-,Neg,nqtajtuniex
Perf,P2 Pl,P2 Sg,-,Pos,-
Perf,P2 Pl,P2 Sg,-,Neg,-
Perf,P2 Pl,P2 Pl,-,Pos,-
Perf,P2 Pl,P2 Pl,-,Neg,-
Perf,P2 Pl,P3 Sg Masc,-,Pos,nqtajtuh
Perf,P2 Pl,P3 Sg Masc,-,Neg,nqtajtuhx
Perf,P2 Pl,P3 Sg Fem,-,Pos,nqtajtuha
Perf,P2 Pl,P3 Sg Fem,-,Neg,nqtajtuhiex
Perf,P2 Pl,P3 Pl,-,Pos,nqtajtuhom
Perf,P2 Pl,P3 Pl,-,Neg,nqtajtuhomx
Perf,P2 Pl,-,P1 Sg,Pos,nqtajtuli
Perf,P2 Pl,-,P1 Sg,Neg,nqtajtulix
Perf,P2 Pl,-,P1 Pl,Pos,nqtajtulna
Perf,P2 Pl,-,P1 Pl,Neg,nqtajtulniex
Perf,P2 Pl,-,P2 Sg,Pos,-
Perf,P2 Pl,-,P2 Sg,Neg,-
Perf,P2 Pl,-,P2 Pl,Pos,-
Perf,P2 Pl,-,P2 Pl,Neg,-
Perf,P2 Pl,-,P3 Sg Masc,Pos,nqtajtulu
Perf,P2 Pl,-,P3 Sg Masc,Neg,nqtajtulux
Perf,P2 Pl,-,P3 Sg Fem,Pos,nqtajtulha
Perf,P2 Pl,-,P3 Sg Fem,Neg,nqtajtulhiex
Perf,P2 Pl,-,P3 Pl,Pos,nqtajtulhom
Perf,P2 Pl,-,P3 Pl,Neg,nqtajtulhomx
Perf,P2 Pl,P3 Sg Masc,P1 Sg,Pos,nqtajtuhuli
Perf,P2 Pl,P3 Sg Masc,P1 Sg,Neg,nqtajtuhulix
Perf,P2 Pl,P3 Sg Masc,P1 Pl,Pos,nqtajtuhulna
Perf,P2 Pl,P3 Sg Masc,P1 Pl,Neg,nqtajtuhulniex
Perf,P2 Pl,P3 Sg Masc,P2 Sg,Pos,-
Perf,P2 Pl,P3 Sg Masc,P2 Sg,Neg,-
Perf,P2 Pl,P3 Sg Masc,P2 Pl,Pos,-
Perf,P2 Pl,P3 Sg Masc,P2 Pl,Neg,-
Perf,P2 Pl,P3 Sg Masc,P3 Sg Masc,Pos,nqtajtuhulu
Perf,P2 Pl,P3 Sg Masc,P3 Sg Masc,Neg,nqtajtuhulux
Perf,P2 Pl,P3 Sg Masc,P3 Sg Fem,Pos,nqtajtuhulha
Perf,P2 Pl,P3 Sg Masc,P3 Sg Fem,Neg,nqtajtuhulhiex
Perf,P2 Pl,P3 Sg Masc,P3 Pl,Pos,nqtajtuhulhom
Perf,P2 Pl,P3 Sg Masc,P3 Pl,Neg,nqtajtuhulhomx
Perf,P2 Pl,P3 Sg Fem,P1 Sg,Pos,nqtajtuhieli
Perf,P2 Pl,P3 Sg Fem,P1 Sg,Neg,nqtajtuhilix
Perf,P2 Pl,P3 Sg Fem,P1 Pl,Pos,nqtajtuhielna
Perf,P2 Pl,P3 Sg Fem,P1 Pl,Neg,nqtajtuhilniex
Perf,P2 Pl,P3 Sg Fem,P2 Sg,Pos,-
Perf,P2 Pl,P3 Sg Fem,P2 Sg,Neg,-
Perf,P2 Pl,P3 Sg Fem,P2 Pl,Pos,-
Perf,P2 Pl,P3 Sg Fem,P2 Pl,Neg,-
Perf,P2 Pl,P3 Sg Fem,P3 Sg Masc,Pos,nqtajtuhielu
Perf,P2 Pl,P3 Sg Fem,P3 Sg Masc,Neg,nqtajtuhilux
Perf,P2 Pl,P3 Sg Fem,P3 Sg Fem,Pos,nqtajtuhielha
Perf,P2 Pl,P3 Sg Fem,P3 Sg Fem,Neg,nqtajtuhilhiex
Perf,P2 Pl,P3 Sg Fem,P3 Pl,Pos,nqtajtuhielhom
Perf,P2 Pl,P3 Sg Fem,P3 Pl,Neg,nqtajtuhilhomx
Perf,P2 Pl,P3 Pl,P1 Sg,Pos,nqtajtuhomli
Perf,P2 Pl,P3 Pl,P1 Sg,Neg,nqtajtuhomlix
Perf,P2 Pl,P3 Pl,P1 Pl,Pos,nqtajtuhomlna
Perf,P2 Pl,P3 Pl,P1 Pl,Neg,nqtajtuhomlniex
Perf,P2 Pl,P3 Pl,P2 Sg,Pos,-
Perf,P2 Pl,P3 Pl,P2 Sg,Neg,-
Perf,P2 Pl,P3 Pl,P2 Pl,Pos,-
Perf,P2 Pl,P3 Pl,P2 Pl,Neg,-
Perf,P2 Pl,P3 Pl,P3 Sg Masc,Pos,nqtajtuhomlu
Perf,P2 Pl,P3 Pl,P3 Sg Masc,Neg,nqtajtuhomlux
Perf,P2 Pl,P3 Pl,P3 Sg Fem,Pos,nqtajtuhomlha
Perf,P2 Pl,P3 Pl,P3 Sg Fem,Neg,nqtajtuhomlhiex
Perf,P2 Pl,P3 Pl,P3 Pl,Pos,nqtajtuhomlhom
Perf,P2 Pl,P3 Pl,P3 Pl,Neg,nqtajtuhomlhomx
Perf,P3 Sg Masc,-,-,Pos,nqata'
Perf,P3 Sg Masc,-,-,Neg,nqatax
Perf,P3 Sg Masc,P1 Sg,-,Pos,nqatagħni
Perf,P3 Sg Masc,P1 Sg,-,Neg,nqatagħnix
Perf,P3 Sg Masc,P1 Pl,-,Pos,nqatagħna
Perf,P3 Sg Masc,P1 Pl,-,Neg,nqatagħniex
Perf,P3 Sg Masc,P2 Sg,-,Pos,nqatgħek
Perf,P3 Sg Masc,P2 Sg,-,Neg,nqatgħekx
Perf,P3 Sg Masc,P2 Pl,-,Pos,nqatagħkom
Perf,P3 Sg Masc,P2 Pl,-,Neg,nqatagħkomx
Perf,P3 Sg Masc,P3 Sg Masc,-,Pos,nqatgħu
Perf,P3 Sg Masc,P3 Sg Masc,-,Neg,nqatgħux
Perf,P3 Sg Masc,P3 Sg Fem,-,Pos,nqatagħha
Perf,P3 Sg Masc,P3 Sg Fem,-,Neg,nqatagħhiex
Perf,P3 Sg Masc,P3 Pl,-,Pos,nqatagħhom
Perf,P3 Sg Masc,P3 Pl,-,Neg,nqatagħhomx
Perf,P3 Sg Masc,-,P1 Sg,Pos,nqatagħli
Perf,P3 Sg Masc,-,P1 Sg,Neg,nqatagħlix
Perf,P3 Sg Masc,-,P1 Pl,Pos,nqatgħalna
Perf,P3 Sg Masc,-,P1 Pl,Neg,nqatgħalniex
Perf,P3 Sg Masc,-,P2 Sg,Pos,nqatagħlek
Perf,P3 Sg Masc,-,P2 Sg,Neg,nqatagħlekx
Perf,P3 Sg Masc,-,P2 Pl,Pos,nqatgħalkom
Perf,P3 Sg Masc,-,P2 Pl,Neg,nqatgħalkomx
Perf,P3 Sg Masc,-,P3 Sg Masc,Pos,nqatagħlu
Perf,P3 Sg Masc,-,P3 Sg Masc,Neg,nqatagħlux
Perf,P3 Sg Masc,-,P3 Sg Fem,Pos,nqatgħalha
Perf,P3 Sg Masc,-,P3 Sg Fem,Neg,nqatgħalhiex
Perf,P3 Sg Masc,-,P3 Pl,Pos,nqatgħalhom
Perf,P3 Sg Masc,-,P3 Pl,Neg,nqatgħalhomx
Perf,P3 Sg Masc,P3 Sg Masc,P1 Sg,Pos,nqatagħhuli
Perf,P3 Sg Masc,P3 Sg Masc,P1 Sg,Neg,nqatagħhulix
Perf,P3 Sg Masc,P3 Sg Masc,P1 Pl,Pos,nqatagħhulna
Perf,P3 Sg Masc,P3 Sg Masc,P1 Pl,Neg,nqatagħhulniex
Perf,P3 Sg Masc,P3 Sg Masc,P2 Sg,Pos,nqatagħhulek
Perf,P3 Sg Masc,P3 Sg Masc,P2 Sg,Neg,nqatagħhulekx
Perf,P3 Sg Masc,P3 Sg Masc,P2 Pl,Pos,nqatagħhulkom
Perf,P3 Sg Masc,P3 Sg Masc,P2 Pl,Neg,nqatagħhulkomx
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Masc,Pos,nqatagħhulu
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Masc,Neg,nqatagħhulux
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Fem,Pos,nqatagħhulha
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Fem,Neg,nqatagħhulhiex
Perf,P3 Sg Masc,P3 Sg Masc,P3 Pl,Pos,nqatagħhulhom
Perf,P3 Sg Masc,P3 Sg Masc,P3 Pl,Neg,nqatagħhulhomx
Perf,P3 Sg Masc,P3 Sg Fem,P1 Sg,Pos,nqatagħhieli
Perf,P3 Sg Masc,P3 Sg Fem,P1 Sg,Neg,nqatagħhilix
Perf,P3 Sg Masc,P3 Sg Fem,P1 Pl,Pos,nqatagħhielna
Perf,P3 Sg Masc,P3 Sg Fem,P1 Pl,Neg,nqatagħhilniex
Perf,P3 Sg Masc,P3 Sg Fem,P2 Sg,Pos,nqatagħhielek
Perf,P3 Sg Masc,P3 Sg Fem,P2 Sg,Neg,nqatagħhilekx
Perf,P3 Sg Masc,P3 Sg Fem,P2 Pl,Pos,nqatagħhielkom
Perf,P3 Sg Masc,P3 Sg Fem,P2 Pl,Neg,nqatagħhilkomx
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Masc,Pos,nqatagħhielu
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Masc,Neg,nqatagħhilux
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Fem,Pos,nqatagħhielha
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Fem,Neg,nqatagħhilhiex
Perf,P3 Sg Masc,P3 Sg Fem,P3 Pl,Pos,nqatagħhielhom
Perf,P3 Sg Masc,P3 Sg Fem,P3 Pl,Neg,nqatagħhilhomx
Perf,P3 Sg Masc,P3 Pl,P1 Sg,Pos,nqatagħhomli
Perf,P3 Sg Masc,P3 Pl,P1 Sg,Neg,nqatagħhomlix
Perf,P3 Sg Masc,P3 Pl,P1 Pl,Pos,nqatagħhomlna
Perf,P3 Sg Masc,P3 Pl,P1 Pl,Neg,nqatagħhomlniex
Perf,P3 Sg Masc,P3 Pl,P2 Sg,Pos,nqatagħhomlok
Perf,P3 Sg Masc,P3 Pl,P2 Sg,Neg,nqatagħhomlokx
Perf,P3 Sg Masc,P3 Pl,P2 Pl,Pos,nqatagħhomlkom
Perf,P3 Sg Masc,P3 Pl,P2 Pl,Neg,nqatagħhomlkomx
Perf,P3 Sg Masc,P3 Pl,P3 Sg Masc,Pos,nqatagħhomlu
Perf,P3 Sg Masc,P3 Pl,P3 Sg Masc,Neg,nqatagħhomlux
Perf,P3 Sg Masc,P3 Pl,P3 Sg Fem,Pos,nqatagħhomlha
Perf,P3 Sg Masc,P3 Pl,P3 Sg Fem,Neg,nqatagħhomlhiex
Perf,P3 Sg Masc,P3 Pl,P3 Pl,Pos,nqatagħhomlhom
Perf,P3 Sg Masc,P3 Pl,P3 Pl,Neg,nqatagħhomlhomx
Perf,P3 Sg Fem,-,-,Pos,nqatgħet
Perf,P3 Sg Fem,-,-,Neg,nqatgħitx
Perf,P3 Sg Fem,P1 Sg,-,Pos,nqatgħatni
Perf,P3 Sg Fem,P1 Sg,-,Neg,nqatgħatnix
Perf,P3 Sg Fem,P1 Pl,-,Pos,nqatgħatna
Perf,P3 Sg Fem,P1 Pl,-,Neg,nqatgħatniex
Perf,P3 Sg Fem,P2 Sg,-,Pos,nqatgħatek
Perf,P3 Sg Fem,P2 Sg,-,Neg,nqatgħatekx
Perf,P3 Sg Fem,P2 Pl,-,Pos,nqatgħatkom
Perf,P3 Sg Fem,P2 Pl,-,Neg,nqatgħatkomx
Perf,P3 Sg Fem,P3 Sg Masc,-,Pos,nqatgħatu
Perf,P3 Sg Fem,P3 Sg Masc,-,Neg,nqatgħatux
Perf,P3 Sg Fem,P3 Sg Fem,-,Pos,nqatgħatha
Perf,P3 Sg Fem,P3 Sg Fem,-,Neg,nqatgħathiex
Perf,P3 Sg Fem,P3 Pl,-,Pos,nqatgħathom
Perf,P3 Sg Fem,P3 Pl,-,Neg,nqatgħathomx
Perf,P3 Sg Fem,-,P1 Sg,Pos,nqatgħatli
Perf,P3 Sg Fem,-,P1 Sg,Neg,nqatgħatlix
