aspect,subj,do,io,pol,surface
Perf,P1 Sg,P3 Pl,P3 Pl,Pos,ħdarthomlhom
Perf,P1 Sg,P3 Pl,P3 Pl,Neg,ħdarthomlhomx
Perf,P1 Pl,-,-,Pos,ħdarna
Perf,P1 Pl,-,-,Neg,ħdarniex
Perf,P1 Pl,P1 Sg,-,Pos,-
Perf,P1 Pl,P1 Sg,-,Neg,-
Perf,P1 Pl,P1 Pl,-,Pos,-
Perf,P1 Pl,P1 Pl,-,Neg,-
Perf,P1 Pl,P2 Sg,-,Pos,ħdarniek
Perf,P1 Pl,P2 Sg,-,Neg,ħdarnikx
Perf,P1 Pl,P2 Pl,-,Pos,ħdarniekom
Perf,P1 Pl,P2 Pl,-,Neg,ħdarnikomx
Perf,P1 Pl,P3 Sg Masc,-,Pos,ħdarnieh
Perf,P1 Pl,P3 Sg Masc,-,Neg,ħdarnihx
Perf,P1 Pl,P3 Sg Fem,-,Pos,ħdarnieha
Perf,P1 Pl,P3 Sg Fem,-,Neg,ħdarnihiex
Perf,P1 Pl,P3 Pl,-,Pos,ħdarniehom
Perf,P1 Pl,P3 Pl,-,Neg,ħdarnihomx
Perf,P1 Pl,-,P1 Sg,Pos,-
Perf,P1 Pl,-,P1 Sg,Neg,-
Perf,P1 Pl,-,P1 Pl,Pos,-
Perf,P1 Pl,-,P1 Pl,Neg,-
Perf,P1 Pl,-,P2 Sg,Pos,ħdarnielek
Perf,P1 Pl,-,P2 Sg,Neg,ħdarnilekx
Perf,P1 Pl,-,P2 Pl,Pos,ħdarnielkom
Perf,P1 Pl,-,P2 Pl,Neg,ħdarnilkomx
Perf,P1 Pl,-,P3 Sg Masc,Pos,ħdarnielu
Perf,P1 Pl,-,P3 Sg Masc,Neg,ħdarnilux
Perf,P1 Pl,-,P3 Sg Fem,Pos,ħdarnielha
Perf,P1 Pl,-,P3 Sg Fem,Neg,ħdarnilhiex
Perf,P1 Pl,-,P3 Pl,Pos,ħdarnielhom
Perf,P1 Pl,-,P3 Pl,Neg,ħdarnilhomx
Perf,P1 Pl,P3 Sg Masc,P1 Sg,Pos,-
Perf,P1 Pl,P3 Sg Masc,P1 Sg,Neg,-
Perf,P1 Pl,P3 Sg Masc,P1 Pl,Pos,-
Perf,P1 Pl,P3 Sg Masc,P1 Pl,Neg,-
Perf,P1 Pl,P3 Sg Masc,P2 Sg,Pos,ħdarnihulek
Perf,P1 Pl,P3 Sg Masc,P2 Sg,Neg,ħdarnihulekx
Perf,P1 Pl,P3 Sg Masc,P2 Pl,Pos,ħdarnihulkom
Perf,P1 Pl,P3 Sg Masc,P2 Pl,Neg,ħdarnihulkomx
Perf,P1 Pl,P3 Sg Masc,P3 Sg Masc,Pos,ħdarnihulu
Perf,P1 Pl,P3 Sg Masc,P3 Sg Masc,Neg,ħdarnihulux
Perf,P1 Pl,P3 Sg Masc,P3 Sg Fem,Pos,ħdarnihulha
Perf,P1 Pl,P3 Sg Masc,P3 Sg Fem,Neg,ħdarnihulhiex
Perf,P1 Pl,P3 Sg Masc,P3 Pl,Pos,ħdarnihulhom
Perf,P1 Pl,P3 Sg Masc,P3 Pl,Neg,ħdarnihulhomx
Perf,P1 Pl,P3 Sg Fem,P1 Sg,Pos,-
Perf,P1 Pl,P3 Sg Fem,P1 Sg,Neg,-
Perf,P1 Pl,P3 Sg Fem,P1 Pl,Pos,-
Perf,P1 Pl,P3 Sg Fem,P1 Pl,Neg,-
Perf,P1 Pl,P3 Sg Fem,P2 Sg,Pos,ħdarnihielek
Perf,P1 Pl,P3 Sg Fem,P2 Sg,Neg,ħdarnihilekx
Perf,P1 Pl,P3 Sg Fem,P2 Pl,Pos,ħdarnihielkom
Perf,P1 Pl,P3 Sg Fem,P2 Pl,Neg,ħdarnihilkomx
Perf,P1 Pl,P3 Sg Fem,P3 Sg Masc,Pos,ħdarnihielu
Perf,P1 Pl,P3 Sg Fem,P3 Sg Masc,Neg,ħdarnihilux
Perf,P1 Pl,P3 Sg Fem,P3 Sg Fem,Pos,ħdarnihielha
Perf,P1 Pl,P3 Sg Fem,P3 Sg Fem,Neg,ħdarnihilhiex
Perf,P1 Pl,P3 Sg Fem,P3 Pl,Pos,ħdarnihielhom
Perf,P1 Pl,P3 Sg Fem,P3 Pl,Neg,ħdarnihilhomx
Perf,P1 Pl,P3 Pl,P1 Sg,Pos,-
Perf,P1 Pl,P3 Pl,P1 Sg,Neg,-
Perf,P1 Pl,P3 Pl,P1 Pl,Pos,-
Perf,P1 Pl,P3 Pl,P1 Pl,Neg,-
Perf,P1 Pl,P3 Pl,P2 Sg,Pos,ħdarnihomlok
Perf,P1 Pl,P3 Pl,P2 Sg,Neg,ħdarnihomlokx
Perf,P1 Pl,P3 Pl,P2 Pl,Pos,ħdarnihomlkom
Perf,P1 Pl,P3 Pl,P2 Pl,Neg,ħdarnihomlkomx
Perf,P1 Pl,P3 Pl,P3 Sg Masc,Pos,ħdarnihomlu
Perf,P1 Pl,P3 Pl,P3 Sg Masc,Neg,ħdarnihomlux
Perf,P1 Pl,P3 Pl,P3 Sg Fem,Pos,ħdarnihomlha
Perf,P1 Pl,P3 Pl,P3 Sg Fem,Neg,ħdarnihomlhiex
Perf,P1 Pl,P3 Pl,P3 Pl,Pos,ħdarnihomlhom
Perf,P1 Pl,P3 Pl,P3 Pl,Neg,ħdarnihomlhomx
Perf,P2 Sg,-,-,Pos,ħdart
Perf,P2 Sg,-,-,Neg,ħdartx
Perf,P2 Sg,P1 Sg,-,Pos,ħdartni
Perf,P2 Sg,P1 Sg,-,Neg,ħdartnix
Perf,P2 Sg,P1 Pl,-,Pos,ħdartna
Perf,P2 Sg,P1 Pl,-,Neg,ħdartniex
Perf,P2 Sg,P2 Sg,-,Pos,-
Perf,P2 Sg,P2 Sg,-,Neg,-
Perf,P2 Sg,P2 Pl,-,Pos,-
Perf,P2 Sg,P2 Pl,-,Neg,-
Perf,P2 Sg,P3 Sg Masc,-,Pos,ħdartu
Perf,P2 Sg,P3 Sg Masc,-,Neg,ħdartux
Perf,P2 Sg,P3 Sg Fem,-,Pos,ħdartha
Perf,P2 Sg,P3 Sg Fem,-,Neg,ħdarthiex
Perf,P2 Sg,P3 Pl,-,Pos,ħdarthom
Perf,P2 Sg,P3 Pl,-,Neg,ħdarthomx
Perf,P2 Sg,-,P1 Sg,Pos,ħdartli
Perf,P2 Sg,-,P1 Sg,Neg,ħdartlix
Perf,P2 Sg,-,P1 Pl,Pos,ħdartilna
Perf,P2 Sg,-,P1 Pl,Neg,ħdartilniex
Perf,P2 Sg,-,P2 Sg,Pos,-
Perf,P2 Sg,-,P2 Sg,Neg,-
Perf,P2 Sg,-,P2 Pl,Pos,-
Perf,P2 Sg,-,P2 Pl,Neg,-
Perf,P2 Sg,-,P3 Sg Masc,Pos,ħdartlu
Perf,P2 Sg,-,P3 Sg Masc,Neg,ħdartlux
Perf,P2 Sg,-,P3 Sg Fem,Pos,ħdartilha
Perf,P2 Sg,-,P3 Sg Fem,Neg,ħdartilhiex
Perf,P2 Sg,-,P3 Pl,Pos,ħdartilhom
Perf,P2 Sg,-,P3 Pl,Neg,ħdartilhomx
Perf,P2 Sg,P3 Sg Masc,P1 Sg,Pos,ħdarthuli
Perf,P2 Sg,P3 Sg Masc,P1 Sg,Neg,ħdarthulix
Perf,P2 Sg,P3 Sg Masc,P1 Pl,Pos,ħdarthulna
Perf,P2 Sg,P3 Sg Masc,P1 Pl,Neg,ħdarthulniex
Perf,P2 Sg,P3 Sg Masc,P2 Sg,Pos,-
Perf,P2 Sg,P3 Sg Masc,P2 Sg,Neg,-
Perf,P2 Sg,P3 Sg Masc,P2 Pl,Pos,-
Perf,P2 Sg,P3 Sg Masc,P2 Pl,Neg,-
Perf,P2 Sg,P3 Sg Masc,P3 Sg Masc,Pos,ħdarthulu
Perf,P2 Sg,P3 Sg Masc,P3 Sg Masc,Neg,ħdarthulux
Perf,P2 Sg,P3 Sg Masc,P3 Sg Fem,Pos,ħdarthulha
Perf,P2 Sg,P3 Sg Masc,P3 Sg Fem,Neg,ħdarthulhiex
Perf,P2 Sg,P3 Sg Masc,P3 Pl,Pos,ħdarthulhom
Perf,P2 Sg,P3 Sg Masc,P3 Pl,Neg,ħdarthulhomx
Perf,P2 Sg,P3 Sg Fem,P1 Sg,Pos,ħdarthieli
Perf,P2 Sg,P3 Sg Fem,P1 Sg,Neg,ħdarthilix
Perf,P2 Sg,P3 Sg Fem,P1 Pl,Pos,ħdarthielna
Perf,P2 Sg,P3 Sg Fem,P1 Pl,Neg,ħdarthilniex
Perf,P2 Sg,P3 Sg Fem,P2 Sg,Pos,-
Perf,P2 Sg,P3 Sg Fem,P2 Sg,Neg,-
Perf,P2 Sg,P3 Sg Fem,P2 Pl,Pos,-
Perf,P2 Sg,P3 Sg Fem,P2 Pl,Neg,-
Perf,P2 Sg,P3 Sg Fem,P3 Sg Masc,Pos,ħdarthielu
Perf,P2 Sg,P3 Sg Fem,P3 Sg Masc,Neg,ħdarthilux
Perf,P2 Sg,P3 Sg Fem,P3 Sg Fem,Pos,ħdarthielha
Perf,P2 Sg,P3 Sg Fem,P3 Sg Fem,Neg,ħdarthilhiex
Perf,P2 Sg,P3 Sg Fem,P3 Pl,Pos,ħdarthielhom
Perf,P2 Sg,P3 Sg Fem,P3 Pl,Neg,ħdarthilhomx
Perf,P2 Sg,P3 Pl,P1 Sg,Pos,ħdarthomli
Perf,P2 Sg,P3 Pl,P1 Sg,Neg,ħdarthomlix
Perf,P2 Sg,P3 Pl,P1 Pl,Pos,ħdarthomlna
Perf,P2 Sg,P3 Pl,P1 Pl,Neg,ħdarthomlniex
Perf,P2 Sg,P3 Pl,P2 Sg,Pos,-
Perf,P2 Sg,P3 Pl,P2 Sg,Neg,-
Perf,P2 Sg,P3 Pl,P2 Pl,Pos,-
Perf,P2 Sg,P3 Pl,P2 Pl,Neg,-
Perf,P2 Sg,P3 Pl,P3 Sg Masc,Pos,ħdarthomlu
Perf,P2 Sg,P3 Pl,P3 Sg Masc,Neg,ħdarthomlux
Perf,P2 Sg,P3 Pl,P3 Sg Fem,Pos,ħdarthomlha
Perf,P2 Sg,P3 Pl,P3 Sg Fem,Neg,ħdarthomlhiex
Perf,P2 Sg,P3 Pl,P3 Pl,Pos,ħdarthomlhom
Perf,P2 Sg,P3 Pl,P3 Pl,Neg,ħdarthomlhomx
Perf,P2 Pl,-,-,Pos,ħdartu
Perf,P2 Pl,-,-,Neg,ħdartux
Perf,P2 Pl,P1 Sg,-,Pos,ħdartuni
Perf,P2 Pl,P1 Sg,-,Neg,ħdartunix
Perf,P2 Pl,P1 Pl,-,Pos,ħdartuna
Perf,P2 Pl,P1 Pl,-,Neg,ħdartuniex
Perf,P2 Pl,P2 Sg,-,Pos,-
Perf,P2 Pl,P2 Sg,-,Neg,-
Perf,P2 Pl,P2 Pl,-,Pos,-
Perf,P2 Pl,P2 Pl,-,Neg,-
Perf,P2 Pl,P3 Sg Masc,-,Pos,ħdartuh
Perf,P2 Pl,P3 Sg Masc,-,Neg,ħdartuhx
Perf,P2 Pl,P3 Sg Fem,-,Pos,ħdartuha
Perf,P2 Pl,P3 Sg Fem,-,Neg,ħdartuhiex
Perf,P2 Pl,P3 Pl,-,Pos,ħdartuhom
Perf,P2 Pl,P3 Pl,-,Neg,ħdartuhomx
Perf,P2 Pl,-,P1 Sg,Pos,ħdartuli
Perf,P2 Pl,-,P1 Sg,Neg,ħdartulix
Perf,P2 Pl,-,P1 Pl,Pos,ħdartulna
Perf,P2 Pl,-,P1 Pl,Neg,ħdartulniex
Perf,P2 Pl,-,P2 Sg,Pos,-
Perf,P2 Pl,-,P2 Sg,Neg,-
Perf,P2 Pl,-,P2 Pl,Pos,-
Perf,P2 Pl,-,P2 Pl,Neg,-
Perf,P2 Pl,-,P3 Sg Masc,Pos,ħdartulu
Perf,P2 Pl,-,P3 Sg Masc,Neg,ħdartulux
Perf,P2 Pl,-,P3 Sg Fem,Pos,ħdartulha
Perf,P2 Pl,-,P3 Sg Fem,Neg,ħdartulhiex
Perf,P2 Pl,-,P3 Pl,Pos,ħdartulhom
Perf,P2 Pl,-,P3 Pl,Neg,ħdartulhomx
Perf,P2 Pl,P3 Sg Masc,P1 Sg,Pos,ħdartuhuli
Perf,P2 Pl,P3 Sg Masc,P1 Sg,Neg,ħdartuhulix
Perf,P2 Pl,P3 Sg Masc,P1 Pl,Pos,ħdartuhulna
Perf,P2 Pl,P3 Sg Masc,P1 Pl,Neg,ħdartuhulniex
Perf,P2 Pl,P3 Sg Masc,P2 Sg,Pos,-
Perf,P2 Pl,P3 Sg Masc,P2 Sg,Neg,-
Perf,P2 Pl,P3 Sg Masc,P2 Pl,Pos,-
Perf,P2 Pl,P3 Sg Masc,P2 Pl,Neg,-
Perf,P2 Pl,P3 Sg Masc,P3 Sg Masc,Pos,ħdartuhulu
Perf,P2 Pl,P3 Sg Masc,P3 Sg Masc,Neg,ħdartuhulux
Perf,P2 Pl,P3 Sg Masc,P3 Sg Fem,Pos,ħdartuhulha
Perf,P2 Pl,P3 Sg Masc,P3 Sg Fem,Neg,ħdartuhulhiex
Perf,P2 Pl,P3 Sg Masc,P3 Pl,Pos,ħdartuhulhom
Perf,P2 Pl,P3 Sg Masc,P3 Pl,Neg,ħdartuhulhomx
Perf,P2 Pl,P3 Sg Fem,P1 Sg,Pos,ħdartuhieli
Perf,P2 Pl,P3 Sg Fem,P1 Sg,Neg,ħdartuhilix
Perf,P2 Pl,P3 Sg Fem,P1 Pl,Pos,ħdartuhielna
Perf,P2 Pl,P3 Sg Fem,P1 Pl,Neg,ħdartuhilniex
Perf,P2 Pl,P3 Sg Fem,P2 Sg,Pos,-
Perf,P2 Pl,P3 Sg Fem,P2 Sg,Neg,-
Perf,P2 Pl,P3 Sg Fem,P2 Pl,Pos,-
Perf,P2 Pl,P3 Sg Fem,P2 Pl,Neg,-
Perf,P2 Pl,P3 Sg Fem,P3 Sg Masc,Pos,ħdartuhielu
Perf,P2 Pl,P3 Sg Fem,P3 Sg Masc,Neg,ħdartuhilux
Perf,P2 Pl,P3 Sg Fem,P3 Sg Fem,Pos,ħdartuhielha
Perf,P2 Pl,P3 Sg Fem,P3 Sg Fem,Neg,ħdartuhilhiex
Perf,P2 Pl,P3 Sg Fem,P3 Pl,Pos,ħdartuhielhom
Perf,P2 Pl,P3 Sg Fem,P3 Pl,Neg,ħdartuhilhomx
Perf,P2 Pl,P3 Pl,P1 Sg,Pos,ħdartuhomli
Perf,P2 Pl,P3 Pl,P1 Sg,Neg,ħdartuhomlix
Perf,P2 Pl,P3 Pl,P1 Pl,Pos,ħdartuhomlna
Perf,P2 Pl,P3 Pl,P1 Pl,Neg,ħdartuhomlniex
Perf,P2 Pl,P3 Pl,P2 Sg,Pos,-
Perf,P2 Pl,P3 Pl,P2 Sg,Neg,-
Perf,P2 Pl,P3 Pl,P2 Pl,Pos,-
Perf,P2 Pl,P3 Pl,P2 Pl,Neg,-
Perf,P2 Pl,P3 Pl,P3 Sg Masc,Pos,ħdartuhomlu
Perf,P2 Pl,P3 Pl,P3 Sg Masc,Neg,ħdartuhomlux
Perf,P2 Pl,P3 Pl,P3 Sg Fem,Pos,ħdartuhomlha
Perf,P2 Pl,P3 Pl,P3 Sg Fem,Neg,ħdartuhomlhiex
Perf,P2 Pl,P3 Pl,P3 Pl,Pos,ħdartuhomlhom
Perf,P2 Pl,P3 Pl,P3 Pl,Neg,ħdartuhomlhomx
Perf,P3 Sg Masc,-,-,Pos,ħdar
Perf,P3 Sg Masc,-,-,Neg,ħdarx
Perf,P3 Sg Masc,P1 Sg,-,Pos,ħdarni
Perf,P3 Sg Masc,P1 Sg,-,Neg,ħdarnix
Perf,P3 Sg Masc,P1 Pl,-,Pos,ħdarna
Perf,P3 Sg Masc,P1 Pl,-,Neg,ħdarniex
Perf,P3 Sg Masc,P2 Sg,-,Pos,ħdarek
Perf,P3 Sg Masc,P2 Sg,-,Neg,ħdarekx
Perf,P3 Sg Masc,P2 Pl,-,Pos,ħdarkom
Perf,P3 Sg Masc,P2 Pl,-,Neg,ħdarkomx
Perf,P3 Sg Masc,P3 Sg Masc,-,Pos,ħdaru
Perf,P3 Sg Masc,P3 Sg Masc,-,Neg,ħdarux
Perf,P3 Sg Masc,P3 Sg Fem,-,Pos,ħdarha
Perf,P3 Sg Masc,P3 Sg Fem,-,Neg,ħdarhiex
Perf,P3 Sg Masc,P3 Pl,-,Pos,ħdarhom
Perf,P3 Sg Masc,P3 Pl,-,Neg,ħdarhomx
Perf,P3 Sg Masc,-,P1 Sg,Pos,ħdarli
Perf,P3 Sg Masc,-,P1 Sg,Neg,ħdarlix
Perf,P3 Sg Masc,-,P1 Pl,Pos,ħdarilna
Perf,P3 Sg Masc,-,P1 Pl,Neg,ħdarilniex
Perf,P3 Sg Masc,-,P2 Sg,Pos,ħdarlek
Perf,P3 Sg Masc,-,P2 Sg,Neg,ħdarlekx
Perf,P3 Sg Masc,-,P2 Pl,Pos,ħdarilkom
Perf,P3 Sg Masc,-,P2 Pl,Neg,ħdarilkomx
Perf,P3 Sg Masc,-,P3 Sg Masc,Pos,ħdarlu
Perf,P3 Sg Masc,-,P3 Sg Masc,Neg,ħdarlux
Perf,P3 Sg Masc,-,P3 Sg Fem,Pos,ħdarilha
Perf,P3 Sg Masc,-,P3 Sg Fem,Neg,ħdarilhiex
Perf,P3 Sg Masc,-,P3 Pl,Pos,ħdarilhom
Perf,P3 Sg Masc,-,P3 Pl,Neg,ħdarilhomx
Perf,P3 Sg Masc,P3 Sg Masc,P1 Sg,Pos,ħdarhuli
Perf,P3 Sg Masc,P3 Sg Masc,P1 Sg,Neg,ħdarhulix
Perf,P3 Sg Masc,P3 Sg Masc,P1 Pl,Pos,ħdarhulna
Perf,P3 Sg Masc,P3 Sg Masc,P1 Pl,Neg,ħdarhulniex
Perf,P3 Sg Masc,P3 Sg Masc,P2 Sg,Pos,ħdarhulek
Perf,P3 Sg Masc,P3 Sg Masc,P2 Sg,Neg,ħdarhulekx
Perf,P3 Sg Masc,P3 Sg Masc,P2 Pl,Pos,ħdarhulkom
Perf,P3 Sg Masc,P3 Sg Masc,P2 Pl,Neg,ħdarhulkomx
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Masc,Pos,ħdarhulu
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Masc,Neg,ħdarhulux
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Fem,Pos,ħdarhulha
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Fem,Neg,ħdarhulhiex
Perf,P3 Sg Masc,P3 Sg Masc,P3 Pl,Pos,ħdarhulhom
Perf,P3 Sg Masc,P3 Sg Masc,P3 Pl,Neg,ħdarhulhomx
Perf,P3 Sg Masc,P3 Sg Fem,P1 Sg,Pos,ħdarhieli
Perf,P3 Sg Masc,P3 Sg Fem,P1 Sg,Neg,ħdarhilix
Perf,P3 Sg Masc,P3 Sg Fem,P1 Pl,Pos,ħdarhielna
Perf,P3 Sg Masc,P3 Sg Fem,P1 Pl,Neg,ħdarhilniex
Perf,P3 Sg Masc,P3 Sg Fem,P2 Sg,Pos,ħdarhielek
Perf,P3 Sg Masc,P3 Sg Fem,P2 Sg,Neg,ħdarhilekx
Perf,P3 Sg Masc,P3 Sg Fem,P2 Pl,Pos,ħdarhielkom
Perf,P3 Sg Masc,P3 Sg Fem,P2 Pl,Neg,ħdarhilkomx
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Masc,Pos,ħdarhielu
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Masc,Neg,ħdarhilux
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Fem,Pos,ħdarhielha
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Fem,Neg,ħdarhilhiex
Perf,P3 Sg Masc,P3 Sg Fem,P3 Pl,Pos,ħdarhielhom
Perf,P3 Sg Masc,P3 Sg Fem,P3 Pl,Neg,ħdarhilhomx
Perf,P3 Sg Masc,P3 Pl,P1 Sg,Pos,ħdarhomli
Perf,P3 Sg Masc,P3 Pl,P1 Sg,Neg,ħdarhomlix
Perf,P3 Sg Masc,P3 Pl,P1 Pl,Pos,ħdarhomlna
Perf,P3 Sg Masc,P3 Pl,P1 Pl,Neg,ħdarhomlniex
Perf,P3 Sg Masc,P3 Pl,P2 Sg,Pos,ħdarhomlok
Perf,P3 Sg Masc,P3 Pl,P2 Sg,Neg,ħdarhomlokx
Perf,P3 Sg Masc,P3 Pl,P2 Pl,Pos,ħdarhomlkom
Perf,P3 Sg Masc,P3 Pl,P2 Pl,Neg,ħdarhomlkomx
Perf,P3 Sg Masc,P3 Pl,P3 Sg Masc,Pos,ħdarhomlu
Perf,P3 Sg Masc,P3 Pl,P3 Sg Masc,Neg,ħdarhomlux
Perf,P3 Sg Masc,P3 Pl,P3 Sg Fem,Pos,ħdarhomlha
Perf,P3 Sg Masc,P3 Pl,P3 Sg Fem,Neg,ħdarhomlhiex
Perf,P3 Sg Masc,P3 Pl,P3 Pl,Pos,ħdarhomlhom
Perf,P3 Sg Masc,P3 Pl,P3 Pl,Neg,ħdarhomlhomx
Perf,P3 Sg Fem,-,-,Pos,ħdaret
Perf,P3 Sg Fem,-,-,Neg,ħdaritx
Perf,P3 Sg Fem,P1 Sg,-,Pos,ħdaritni
Perf,P3 Sg Fem,P1 Sg,-,Neg,ħdaritnix
Perf,P3 Sg Fem,P1 Pl,-,Pos,ħdaritna
Perf,P3 Sg Fem,P1 Pl,-,Neg,ħdaritniex
Perf,P3 Sg Fem,P2 Sg,-,Pos,ħdaritek
Perf,P3 Sg Fem,P2 Sg,-,Neg,ħdaritekx
Perf,P3 Sg Fem,P2 Pl,-,Pos,ħdaritkom
Perf,P3 Sg Fem,P2 Pl,-,Neg,ħdaritkomx
Perf,P3 Sg Fem,P3 Sg Masc,-,Pos,ħdaritu
Perf,P3 Sg Fem,P3 Sg Masc,-,Neg,ħdaritux
Perf,P3 Sg Fem,P3 Sg Fem,-,Pos,ħdaritha
Perf,P3 Sg Fem,P3 Sg Fem,-,Neg,ħdarithiex
Perf,P3 Sg Fem,P3 Pl,-,Pos,ħdarithom
Perf,P3 Sg Fem,P3 Pl,-,Neg,ħdarithomx
Perf,P3 Sg Fem,-,P1 Sg,Pos,ħdaritli
Perf,P3 Sg Fem,-,P1 Sg,Neg,ħdaritlix
Perf,P3 Sg Fem,-,P1 Pl,Pos,ħdaritilna
Perf,P3 Sg Fem,-,P1 Pl,Neg,ħdaritilniex
Perf,P3 Sg Fem,-,P2 Sg,Pos,ħdaritlek
Perf,P3 Sg Fem,-,P2 Sg,Neg,ħdaritlekx
Perf,P3 Sg Fem,-,P2 Pl,Pos,ħdaritilkom
