aspect,subj,do,io,pol,surface
Perf,P2 Sg,P3 Sg Masc,P2 Pl,Neg,-
Perf,P2 Sg,P3 Sg Masc,P3 Sg Masc,Pos,stagħġibthulu
Perf,P2 Sg,P3 Sg Masc,P3 Sg Masc,Neg,stagħġibthulux
Perf,P2 Sg,P3 Sg Masc,P3 Sg Fem,Pos,stagħġibthulha
Perf,P2 Sg,P3 Sg Masc,P3 Sg Fem,Neg,stagħġibthulhiex
Perf,P2 Sg,P3 Sg Masc,P3 Pl,Pos,stagħġibthulhom
Perf,P2 Sg,P3 Sg Masc,P3 Pl,Neg,stagħġibthulhomx
Perf,P2 Sg,P3 Sg Fem,P1 Sg,Pos,stagħġibthieli
Perf,P2 Sg,P3 Sg Fem,P1 Sg,Neg,stagħġibthilix
Perf,P2 Sg,P3 Sg Fem,P1 Pl,Pos,stagħġibthielna
Perf,P2 Sg,P3 Sg Fem,P1 Pl,Neg,stagħġibthilniex
Perf,P2 Sg,P3 Sg Fem,P2 Sg,Pos,-
Perf,P2 Sg,P3 Sg Fem,P2 Sg,Neg,-
Perf,P2 Sg,P3 Sg Fem,P2 Pl,Pos,-
Perf,P2 Sg,P3 Sg Fem,P2 Pl,Neg,-
Perf,P2 Sg,P3 Sg Fem,P3 Sg Masc,Pos,stagħġibthielu
Perf,P2 Sg,P3 Sg Fem,P3 Sg Masc,Neg,stagħġibthilux
Perf,P2 Sg,P3 Sg Fem,P3 Sg Fem,Pos,stagħġibthielha
Perf,P2 Sg,P3 Sg Fem,P3 Sg Fem,Neg,stagħġibthilhiex
Perf,P2 Sg,P3 Sg Fem,P3 Pl,Pos,stagħġibthielhom
Perf,P2 Sg,P3 Sg Fem,P3 Pl,Neg,stagħġibthilhomx
Perf,P2 Sg,P3 Pl,P1 Sg,Pos,stagħġibthomli
Perf,P2 Sg,P3 Pl,P1 Sg,Neg,stagħġibthomlix
Perf,P2 Sg,P3 Pl,P1 Pl,Pos,stagħġibthomlna
Perf,P2 Sg,P3 Pl,P1 Pl,Neg,stagħġibthomlniex
Perf,P2 Sg,P3 Pl,P2 Sg,Pos,-
Perf,P2 Sg,P3 Pl,P2 Sg,Neg,-
Perf,P2 Sg,P3 Pl,P2 Pl,Pos,-
Perf,P2 Sg,P3 Pl,P2 Pl,Neg,-
Perf,P2 Sg,P3 Pl,P3 Sg Masc,Pos,stagħġibthomlu
Perf,P2 Sg,P3 Pl,P3 Sg Masc,Neg,stagħġibthomlux
Perf,P2 Sg,P3 Pl,P3 Sg Fem,Pos,stagħġibthomlha
Perf,P2 Sg,P3 Pl,P3 Sg Fem,Neg,stagħġibthomlhiex
Perf,P2 Sg,P3 Pl,P3 Pl,Pos,stagħġibthomlhom
Perf,P2 Sg,P3 Pl,P3 Pl,Neg,stagħġibthomlhomx
Perf,P2 Pl,-,-,Pos,stagħġibtu
Perf,P2 Pl,-,-,Neg,stagħġibtux
Perf,P2 Pl,P1 Sg,-,Pos,stagħġibtuni
Perf,P2 Pl,P1 Sg,-,Neg,stagħġibtunix
Perf,P2 Pl,P1 Pl,-,Pos,stagħġibtuna
Perf,P2 Pl,P1 Pl,-,Neg,stagħġibtuniex
Perf,P2 Pl,P2 Sg,-,Pos,-
Perf,P2 Pl,P2 Sg,-,Neg,-
Perf,P2 Pl,P2 Pl,-,Pos,-
Perf,P2 Pl,P2 Pl,-,Neg,-
Perf,P2 Pl,P3 Sg Masc,-,Pos,stagħġibtuh
Perf,P2 Pl,P3 Sg Masc,-,Neg,stagħġibtuhx
Perf,P2 Pl,P3 Sg Fem,-,Pos,stagħġibtuha
Perf,P2 Pl,P3 Sg Fem,-,Neg,stagħġibtuhiex
Perf,P2 Pl,P3 Pl,-,Pos,stagħġibtuhom
Perf,P2 Pl,P3 Pl,-,Neg,stagħġibtuhomx
Perf,P2 Pl,-,P1 Sg,Pos,stagħġibtuli
Perf,P2 Pl,-,P1 Sg,Neg,stagħġibtulix
Perf,P2 Pl,-,P1 Pl,Pos,stagħġibtulna
Perf,P2 Pl,-,P1 Pl,Neg,stagħġibtulniex
Perf,P2 Pl,-,P2 Sg,Pos,-
Perf,P2 Pl,-,P2 Sg,Neg,-
Perf,P2 Pl,-,P2 Pl,Pos,-
Perf,P2 Pl,-,P2 Pl,Neg,-
Perf,P2 Pl,-,P3 Sg Masc,Pos,stagħġibtulu
Perf,P2 Pl,-,P3 Sg Masc,Neg,stagħġibtulux
Perf,P2 Pl,-,P3 Sg Fem,Pos,stagħġibtulha
Perf,P2 Pl,-,P3 Sg Fem,Neg,stagħġibtulhiex
Perf,P2 Pl,-,P3 Pl,Pos,stagħġibtulhom
Perf,P2 Pl,-,P3 Pl,Neg,stagħġibtulhomx
Perf,P2 Pl,P3 Sg Masc,P1 Sg,Pos,stagħġibtuhuli
Perf,P2 Pl,P3 Sg Masc,P1 Sg,Neg,stagħġibtuhulix
Perf,P2 Pl,P3 Sg Masc,P1 Pl,Pos,stagħġibtuhulna
Perf,P2 Pl,P3 Sg Masc,P1 Pl,Neg,stagħġibtuhulniex
Perf,P2 Pl,P3 Sg Masc,P2 Sg,Pos,-
Perf,P2 Pl,P3 Sg Masc,P2 Sg,Neg,-
Perf,P2 Pl,P3 Sg Masc,P2 Pl,Pos,-
Perf,P2 Pl,P3 Sg Masc,P2 Pl,Neg,-
Perf,P2 Pl,P3 Sg Masc,P3 Sg Masc,Pos,stagħġibtuhulu
Perf,P2 Pl,P3 Sg Masc,P3 Sg Masc,Neg,stagħġibtuhulux
Perf,P2 Pl,P3 Sg Masc,P3 Sg Fem,Pos,stagħġibtuhulha
Perf,P2 Pl,P3 Sg Masc,P3 Sg Fem,Neg,stagħġibtuhulhiex
Perf,P2 Pl,P3 Sg Masc,P3 Pl,Pos,stagħġibtuhulhom
Perf,P2 Pl,P3 Sg Masc,P3 Pl,Neg,stagħġibtuhulhomx
Perf,P2 Pl,P3 Sg Fem,P1 Sg,Pos,stagħġibtuhieli
Perf,P2 Pl,P3 Sg Fem,P1 Sg,Neg,stagħġibtuhilix
Perf,P2 Pl,P3 Sg Fem,P1 Pl,Pos,stagħġibtuhielna
Perf,P2 Pl,P3 Sg Fem,P1 Pl,Neg,stagħġibtuhilniex
Perf,P2 Pl,P3 Sg Fem,P2 Sg,Pos,-
Perf,P2 Pl,P3 Sg Fem,P2 Sg,Neg,-
Perf,P2 Pl,P3 Sg Fem,P2 Pl,Pos,-
Perf,P2 Pl,P3 Sg Fem,P2 Pl,Neg,-
Perf,P2 Pl,P3 Sg Fem,P3 Sg Masc,Pos,stagħġibtuhielu
Perf,P2 Pl,P3 Sg Fem,P3 Sg Masc,Neg,stagħġibtuhilux
Perf,P2 Pl,P3 Sg Fem,P3 Sg Fem,Pos,stagħġibtuhielha
Perf,P2 Pl,P3 Sg Fem,P3 Sg Fem,Neg,stagħġibtuhilhiex
Perf,P2 Pl,P3 Sg Fem,P3 Pl,Pos,stagħġibtuhielhom
Perf,P2 Pl,P3 Sg Fem,P3 Pl,Neg,stagħġibtuhilhomx
Perf,P2 Pl,P3 Pl,P1 Sg,Pos,stagħġibtuhomli
Perf,P2 Pl,P3 Pl,P1 Sg,Neg,stagħġibtuhomlix
Perf,P2 Pl,P3 Pl,P1 Pl,Pos,stagħġibtuhomlna
Perf,P2 Pl,P3 Pl,P1 Pl,Neg,stagħġibtuhomlniex
Perf,P2 Pl,P3 Pl,P2 Sg,Pos,-
Perf,P2 Pl,P3 Pl,P2 Sg,Neg,-
Perf,P2 Pl,P3 Pl,P2 Pl,Pos,-
Perf,P2 Pl,P3 Pl,P2 Pl,Neg,-
Perf,P2 Pl,P3 Pl,P3 Sg Masc,Pos,stagħġibtuhomlu
Perf,P2 Pl,P3 Pl,P3 Sg Masc,Neg,stagħġibtuhomlux
Perf,P2 Pl,P3 Pl,P3 Sg Fem,Pos,stagħġibtuhomlha
Perf,P2 Pl,P3 Pl,P3 Sg Fem,Neg,stagħġibtuhomlhiex
Perf,P2 Pl,P3 Pl,P3 Pl,Pos,stagħġibtuhomlhom
Perf,P2 Pl,P3 Pl,P3 Pl,Neg,stagħġibtuhomlhomx
Perf,P3 Sg Masc,-,-,Pos,stagħġeb
Perf,P3 Sg Masc,-,-,Neg,stagħġibx
Perf,P3 Sg Masc,P1 Sg,-,Pos,stagħġibni
Perf,P3 Sg Masc,P1 Sg,-,Neg,stagħġibnix
Perf,P3 Sg Masc,P1 Pl,-,Pos,stagħġibna
Perf,P3 Sg Masc,P1 Pl,-,Neg,stagħġibniex
Perf,P3 Sg Masc,P2 Sg,-,Pos,stagħġbek
Perf,P3 Sg Masc,P2 Sg,-,Neg,stagħġbekx
Perf,P3 Sg Masc,P2 Pl,-,Pos,stagħġibkom
Perf,P3 Sg Masc,P2 Pl,-,Neg,stagħġibkomx
Perf,P3 Sg Masc,P3 Sg Masc,-,Pos,stagħġbu
Perf,P3 Sg Masc,P3 Sg Masc,-,Neg,stagħġbux
Perf,P3 Sg Masc,P3 Sg Fem,-,Pos,stagħġibha
Perf,P3 Sg Masc,P3 Sg Fem,-,Neg,stagħġibhiex
Perf,P3 Sg Masc,P3 Pl,-,Pos,stagħġibhom
Perf,P3 Sg Masc,P3 Pl,-,Neg,stagħġibhomx
Perf,P3 Sg Masc,-,P1 Sg,Pos,stagħġibli
Perf,P3 Sg Masc,-,P1 Sg,Neg,stagħġiblix
Perf,P3 Sg Masc,-,P1 Pl,Pos,stagħġbilna
Perf,P3 Sg Masc,-,P1 Pl,Neg,stagħġbilniex
Perf,P3 Sg Masc,-,P2 Sg,Pos,stagħġiblek
Perf,P3 Sg Masc,-,P2 Sg,Neg,stagħġiblekx
Perf,P3 Sg Masc,-,P2 Pl,Pos,stagħġbilkom
Perf,P3 Sg Masc,-,P2 Pl,Neg,stagħġbilkomx
Perf,P3 Sg Masc,-,P3 Sg Masc,Pos,stagħġiblu
Perf,P3 Sg Masc,-,P3 Sg Masc,Neg,stagħġiblux
Perf,P3 Sg Masc,-,P3 Sg Fem,Pos,stagħġbilha
Perf,P3 Sg Masc,-,P3 Sg Fem,Neg,stagħġbilhiex
Perf,P3 Sg Masc,-,P3 Pl,Pos,stagħġbilhom
Perf,P3 Sg Masc,-,P3 Pl,Neg,stagħġbilhomx
Perf,P3 Sg Masc,P3 Sg Masc,P1 Sg,Pos,stagħġibhuli
Perf,P3 Sg Masc,P3 Sg Masc,P1 Sg,Neg,stagħġibhulix
Perf,P3 Sg Masc,P3 Sg Masc,P1 Pl,Pos,stagħġibhulna
Perf,P3 Sg Masc,P3 Sg Masc,P1 Pl,Neg,stagħġibhulniex
Perf,P3 Sg Masc,P3 Sg Masc,P2 Sg,Pos,stagħġibhulek
Perf,P3 Sg Masc,P3 Sg Masc,P2 Sg,Neg,stagħġibhulekx
Perf,P3 Sg Masc,P3 Sg Masc,P2 Pl,Pos,stagħġibhulkom
Perf,P3 Sg Masc,P3 Sg Masc,P2 Pl,Neg,stagħġibhulkomx
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Masc,Pos,stagħġibhulu
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Masc,Neg,stagħġibhulux
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Fem,Pos,stagħġibhulha
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Fem,Neg,stagħġibhulhiex
Perf,P3 Sg Masc,P3 Sg Masc,P3 Pl,Pos,stagħġibhulhom
Perf,P3 Sg Masc,P3 Sg Masc,P3 Pl,Neg,stagħġibhulhomx
Perf,P3 Sg Masc,P3 Sg Fem,P1 Sg,Pos,stagħġibhieli
Perf,P3 Sg Masc,P3 Sg Fem,P1 Sg,Neg,stagħġibhilix
Perf,P3 Sg Masc,P3 Sg Fem,P1 Pl,Pos,stagħġibhielna
Perf,P3 Sg Masc,P3 Sg Fem,P1 Pl,Neg,stagħġibhilniex
Perf,P3 Sg Masc,P3 Sg Fem,P2 Sg,Pos,stagħġibhielek
Perf,P3 Sg Masc,P3 Sg Fem,P2 Sg,Neg,stagħġibhilekx
Perf,P3 Sg Masc,P3 Sg Fem,P2 Pl,Pos,stagħġibhielkom
Perf,P3 Sg Masc,P3 Sg Fem,P2 Pl,Neg,stagħġibhilkomx
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Masc,Pos,stagħġibhielu
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Masc,Neg,stagħġibhilux
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Fem,Pos,stagħġibhielha
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Fem,Neg,stagħġibhilhiex
Perf,P3 Sg Masc,P3 Sg Fem,P3 Pl,Pos,stagħġibhielhom
Perf,P3 Sg Masc,P3 Sg Fem,P3 Pl,Neg,stagħġibhilhomx
Perf,P3 Sg Masc,P3 Pl,P1 Sg,Pos,stagħġibhomli
Perf,P3 Sg Masc,P3 Pl,P1 Sg,Neg,stagħġibhomlix
Perf,P3 Sg Masc,P3 Pl,P1 Pl,Pos,stagħġibhomlna
Perf,P3 Sg Masc,P3 Pl,P1 Pl,Neg,stagħġibhomlniex
Perf,P3 Sg Masc,P3 Pl,P2 Sg,Pos,stagħġibhomlok
Perf,P3 Sg Masc,P3 Pl,P2 Sg,Neg,stagħġibhomlokx
Perf,P3 Sg Masc,P3 Pl,P2 Pl,Pos,stagħġibhomlkom
Perf,P3 Sg Masc,P3 Pl,P2 Pl,Neg,stagħġibhomlkomx
Perf,P3 Sg Masc,P3 Pl,P3 Sg Masc,Pos,stagħġibhomlu
Perf,P3 Sg Masc,P3 Pl,P3 Sg Masc,Neg,stagħġibhomlux
Perf,P3 Sg Masc,P3 Pl,P3 Sg Fem,Pos,stagħġibhomlha
Perf,P3 Sg Masc,P3 Pl,P3 Sg Fem,Neg,stagħġibhomlhiex
Perf,P3 Sg Masc,P3 Pl,P3 Pl,Pos,stagħġibhomlhom
Perf,P3 Sg Masc,P3 Pl,P3 Pl,Neg,stagħġibhomlhomx
Perf,P3 Sg Fem,-,-,Pos,stagħġbet
Perf,P3 Sg Fem,-,-,Neg,stagħġbitx
Perf,P3 Sg Fem,P1 Sg,-,Pos,stagħġbitni
Perf,P3 Sg Fem,P1 Sg,-,Neg,stagħġbitnix
Perf,P3 Sg Fem,P1 Pl,-,Pos,stagħġbitna
Perf,P3 Sg Fem,P1 Pl,-,Neg,stagħġbitniex
Perf,P3 Sg Fem,P2 Sg,-,Pos,stagħġbitek
Perf,P3 Sg Fem,P2 Sg,-,Neg,stagħġbitekx
Perf,P3 Sg Fem,P2 Pl,-,Pos,stagħġbitkom
Perf,P3 Sg Fem,P2 Pl,-,Neg,stagħġbitkomx
Perf,P3 Sg Fem,P3 Sg Masc,-,Pos,stagħġbitu
Perf,P3 Sg Fem,P3 Sg Masc,-,Neg,stagħġbitux
