aspect,subj,do,io,pol,surface
Perf,P1 Sg,P3 Sg Masc,P2 Pl,Pos,neħħejthulkom
Perf,P1 Sg,P3 Sg Masc,P2 Pl,Neg,neħħejthulkomx
Perf,P1 Sg,P3 Sg Masc,P3 Sg Masc,Pos,neħħejthulu
Perf,P1 Sg,P3 Sg Masc,P3 Sg Masc,Neg,neħħejthulux
Perf,P1 Sg,P3 Sg Masc,P3 Sg Fem,Pos,neħħejthulha
Perf,P1 Sg,P3 Sg Masc,P3 Sg Fem,Neg,neħħejthulhiex
Perf,P1 Sg,P3 Sg Masc,P3 Pl,Pos,neħħejthulhom
Perf,P1 Sg,P3 Sg Masc,P3 Pl,Neg,neħħejthulhomx
Perf,P1 Sg,P3 Sg Fem,P1 Sg,Pos,-
Perf,P1 Sg,P3 Sg Fem,P1 Sg,Neg,-
Perf,P1 Sg,P3 Sg Fem,P1 Pl,Pos,-
Perf,P1 Sg,P3 Sg Fem,P1 Pl,Neg,-
Perf,P1 Sg,P3 Sg Fem,P2 Sg,Pos,neħħejthielek
Perf,P1 Sg,P3 Sg Fem,P2 Sg,Neg,neħħejthilekx
Perf,P1 Sg,P3 Sg Fem,P2 Pl,Pos,neħħejthielkom
Perf,P1 Sg,P3 Sg Fem,P2 Pl,Neg,neħħejthilkomx
Perf,P1 Sg,P3 Sg Fem,P3 Sg Masc,Pos,neħħejthielu
Perf,P1 Sg,P3 Sg Fem,P3 Sg Masc,Neg,neħħejthilux
Perf,P1 Sg,P3 Sg Fem,P3 Sg Fem,Pos,neħħejthielha
Perf,P1 Sg,P3 Sg Fem,P3 Sg Fem,Neg,neħħejthilhiex
Perf,P1 Sg,P3 Sg Fem,P3 Pl,Pos,neħħejthielhom
Perf,P1 Sg,P3 Sg Fem,P3 Pl,Neg,neħħejthilhomx
Perf,P1 Sg,P3 Pl,P1 Sg,Pos,-
Perf,P1 Sg,P3 Pl,P1 Sg,Neg,-
Perf,P1 Sg,P3 Pl,P1 Pl,Pos,-
Perf,P1 Sg,P3 Pl,P1 Pl,Neg,-
Perf,P1 Sg,P3 Pl,P2 Sg,Pos,neħħejthomlok
Perf,P1 Sg,P3 Pl,P2 Sg,Neg,neħħejthomlokx
Perf,P1 Sg,P3 Pl,P2 Pl,Pos,neħħejthomlkom
Perf,P1 Sg,P3 Pl,P2 Pl,Neg,neħħejthomlkomx
Perf,P1 Sg,P3 Pl,P3 Sg Masc,Pos,neħħejthomlu
Perf,P1 Sg,P3 Pl,P3 Sg Masc,Neg,neħħejthomlux
Perf,P1 Sg,P3 Pl,P3 Sg Fem,Pos,neħħejthomlha
Perf,P1 Sg,P3 Pl,P3 Sg Fem,Neg,neħħejthomlhiex
Perf,P1 Sg,P3 Pl,P3 Pl,Pos,neħħejthomlhom
Perf,P1 Sg,P3 Pl,P3 Pl,Neg,neħħejthomlhomx
Perf,P1 Pl,-,-,Pos,neħħejna
Perf,P1 Pl,-,-,Neg,neħħejniex
Perf,P1 Pl,P1 Sg,-,Pos,-
Perf,P1 Pl,P1 Sg,-,Neg,-
Perf,P1 Pl,P1 Pl,-,Pos,-
Perf,P1 Pl,P1 Pl,-,Neg,-
Perf,P1 Pl,P2 Sg,-,Pos,neħħejniek
Perf,P1 Pl,P2 Sg,-,Neg,neħħejnikx
Perf,P1 Pl,P2 Pl,-,Pos,neħħejniekom
Perf,P1 Pl,P2 Pl,-,Neg,neħħejnikomx
Perf,P1 Pl,P3 Sg Masc,-,Pos,neħħejnieh
Perf,P1 Pl,P3 Sg Masc,-,Neg,neħħejnihx
Perf,P1 Pl,P3 Sg Fem,-,Pos,neħħejnieha
Perf,P1 Pl,P3 Sg Fem,-,Neg,neħħejnihiex
Perf,P1 Pl,P3 Pl,-,Pos,neħħejniehom
Perf,P1 Pl,P3 Pl,-,Neg,neħħejnihomx
Perf,P1 Pl,-,P1 Sg,Pos,-
Perf,P1 Pl,-,P1 Sg,Neg,-
Perf,P1 Pl,-,P1 Pl,Pos,-
Perf,P1 Pl,-,P1 Pl,Neg,-
Perf,P1 Pl,-,P2 Sg,Pos,neħħejnielek
Perf,P1 Pl,-,P2 Sg,Neg,neħħejnilekx
Perf,P1 Pl,-,P2 Pl,Pos,neħħejnielkom
Perf,P1 Pl,-,P2 Pl,Neg,neħħejnilkomx
Perf,P1 Pl,-,P3 Sg Masc,Pos,neħħejnielu
Perf,P1 Pl,-,P3 Sg Masc,Neg,neħħejnilux
Perf,P1 Pl,-,P3 Sg Fem,Pos,neħħejnielha
Perf,P1 Pl,-,P3 Sg Fem,Neg,neħħejnilhiex
Perf,P1 Pl,-,P3 Pl,Pos,neħħejnielhom
Perf,P1 Pl,-,P3 Pl,Neg,neħħejnilhomx
Perf,P1 Pl,P3 Sg Masc,P1 Sg,Pos,-
Perf,P1 Pl,P3 Sg Masc,P1 Sg,Neg,-
Perf,P1 Pl,P3 Sg Masc,P1 Pl,Pos,-
Perf,P1 Pl,P3 Sg Masc,P1 Pl,Neg,-
Perf,P1 Pl,P3 Sg Masc,P2 Sg,Pos,neħħejnihulek
Perf,P1 Pl,P3 Sg Masc,P2 Sg,Neg,neħħejnihulekx
Perf,P1 Pl,P3 Sg Masc,P2 Pl,Pos,neħħejnihulkom
Perf,P1 Pl,P3 Sg Masc,P2 Pl,Neg,neħħejnihulkomx
Perf,P1 Pl,P3 Sg Masc,P3 Sg Masc,Pos,neħħejnihulu
Perf,P1 Pl,P3 Sg Masc,P3 Sg Masc,Neg,neħħejnihulux
Perf,P1 Pl,P3 Sg Masc,P3 Sg Fem,Pos,neħħejnihulha
Perf,P1 Pl,P3 Sg Masc,P3 Sg Fem,Neg,neħħejnihulhiex
Perf,P1 Pl,P3 Sg Masc,P3 Pl,Pos,neħħejnihulhom
Perf,P1 Pl,P3 Sg Masc,P3 Pl,Neg,neħħejnihulhomx
Perf,P1 Pl,P3 Sg Fem,P1 Sg,Pos,-
Perf,P1 Pl,P3 Sg Fem,P1 Sg,Neg,-
Perf,P1 Pl,P3 Sg Fem,P1 Pl,Pos,-
Perf,P1 Pl,P3 Sg Fem,P1 Pl,Neg,-
Perf,P1 Pl,P3 Sg Fem,P2 Sg,Pos,neħħejnihielek
Perf,P1 Pl,P3 Sg Fem,P2 Sg,Neg,neħħejnihilekx
Perf,P1 Pl,P3 Sg Fem,P2 Pl,Pos,neħħejnihielkom
Perf,P1 Pl,P3 Sg Fem,P2 Pl,Neg,neħħejnihilkomx
Perf,P1 Pl,P3 Sg Fem,P3 Sg Masc,Pos,neħħejnihielu
Perf,P1 Pl,P3 Sg Fem,P3 Sg Masc,Neg,neħħejnihilux
Perf,P1 Pl,P3 Sg Fem,P3 Sg Fem,Pos,neħħejnihielha
Perf,P1 Pl,P3 Sg Fem,P3 Sg Fem,Neg,neħħejnihilhiex
Perf,P1 Pl,P3 Sg Fem,P3 Pl,Pos,neħħejnihielhom
Perf,P1 Pl,P3 Sg Fem,P3 Pl,Neg,neħħejnihilhomx
Perf,P1 Pl,P3 Pl,P1 Sg,Pos,-
Perf,P1 Pl,P3 Pl,P1 Sg,Neg,-
Perf,P1 Pl,P3 Pl,P1 Pl,Pos,-
Perf,P1 Pl,P3 Pl,P1 Pl,Neg,-
Perf,P1 Pl,P3 Pl,P2 Sg,Pos,neħħejnihomlok
Perf,P1 Pl,P3 Pl,P2 Sg,Neg,neħħejnihomlokx
Perf,P1 Pl,P3 Pl,P2 Pl,Pos,neħħejnihomlkom
Perf,P1 Pl,P3 Pl,P2 Pl,Neg,neħħejnihomlkomx
Perf,P1 Pl,P3 Pl,P3 Sg Masc,Pos,neħħejnihomlu
Perf,P1 Pl,P3 Pl,P3 Sg Masc,Neg,neħħejnihomlux
Perf,P1 Pl,P3 Pl,P3 Sg Fem,Pos,neħħejnihomlha
Perf,P1 Pl,P3 Pl,P3 Sg Fem,Neg,neħħejnihomlhiex
Perf,P1 Pl,P3 Pl,P3 Pl,Pos,neħħejnihomlhom
Perf,P1 Pl,P3 Pl,P3 Pl,Neg,neħħejnihomlhomx
Perf,P2 Sg,-,-,Pos,neħħejt
Perf,P2 Sg,-,-,Neg,neħħejtx
Perf,P2 Sg,P1 Sg,-,Pos,neħħejtni
Perf,P2 Sg,P1 Sg,-,Neg,neħħejtnix
Perf,P2 Sg,P1 Pl,-,Pos,neħħejtna
Perf,P2 Sg,P1 Pl,-,Neg,neħħejtniex
Perf,P2 Sg,P2 Sg,-,Pos,-
Perf,P2 Sg,P2 Sg,-,Neg,-
Perf,P2 Sg,P2 Pl,-,Pos,-
Perf,P2 Sg,P2 Pl,-,Neg,-
Perf,P2 Sg,P3 Sg Masc,-,Pos,neħħejtu
Perf,P2 Sg,P3 Sg Masc,-,Neg,neħħejtux
Perf,P2 Sg,P3 Sg Fem,-,Pos,neħħejtha
Perf,P2 Sg,P3 Sg Fem,-,Neg,neħħejthiex
Perf,P2 Sg,P3 Pl,-,Pos,neħħejthom
Perf,P2 Sg,P3 Pl,-,Neg,neħħejthomx
Perf,P2 Sg,-,P1 Sg,Pos,neħħejtli
Perf,P2 Sg,-,P1 Sg,Neg,neħħejtlix
Perf,P2 Sg,-,P1 Pl,Pos,neħħejtilna
Perf,P2 Sg,-,P1 Pl,Neg,neħħejtilniex
Perf,P2 Sg,-,P2 Sg,Pos,-
Perf,P2 Sg,-,P2 Sg,Neg,-
Perf,P2 Sg,-,P2 Pl,Pos,-
Perf,P2 Sg,-,P2 Pl,Neg,-
Perf,P2 Sg,-,P3 Sg Masc,Pos,neħħejtlu
Perf,P2 Sg,-,P3 Sg Masc,Neg,neħħejtlux
Perf,P2 Sg,-,P3 Sg Fem,Pos,neħħejtilha
Perf,P2 Sg,-,P3 Sg Fem,Neg,neħħejtilhiex
Perf,P2 Sg,-,P3 Pl,Pos,neħħejtilhom
Perf,P2 Sg,-,P3 Pl,Neg,neħħejtilhomx
Perf,P2 Sg,P3 Sg Masc,P1 Sg,Pos,neħħejthuli
Perf,P2 Sg,P3 Sg Masc,P1 Sg,Neg,neħħejthulix
Perf,P2 Sg,P3 Sg Masc,P1 Pl,Pos,neħħejthulna
Perf,P2 Sg,P3 Sg Masc,P1 Pl,Neg,neħħejthulniex
Perf,P2 Sg,P3 Sg Masc,P2 Sg,Pos,-
Perf,P2 Sg,P3 Sg Masc,P2 Sg,Neg,-
Perf,P2 Sg,P3 Sg Masc,P2 Pl,Pos,-
Perf,P2 Sg,P3 Sg Masc,P2 Pl,Neg,-
Perf,P2 Sg,P3 Sg Masc,P3 Sg Masc,Pos,neħħejthulu
Perf,P2 Sg,P3 Sg Masc,P3 Sg Masc,Neg,neħħejthulux
Perf,P2 Sg,P3 Sg Masc,P3 Sg Fem,Pos,neħħejthulha
Perf,P2 Sg,P3 Sg Masc,P3 Sg Fem,Neg,neħħejthulhiex
Perf,P2 Sg,P3 Sg Masc,P3 Pl,Pos,neħħejthulhom
Perf,P2 Sg,P3 Sg Masc,P3 Pl,Neg,neħħejthulhomx
Perf,P2 Sg,P3 Sg Fem,P1 Sg,Pos,neħħejthieli
Perf,P2 Sg,P3 Sg Fem,P1 Sg,Neg,neħħejthilix
Perf,P2 Sg,P3 Sg Fem,P1 Pl,Pos,neħħejthielna
Perf,P2 Sg,P3 Sg Fem,P1 Pl,Neg,neħħejthilniex
Perf,P2 Sg,P3 Sg Fem,P2 Sg,Pos,-
Perf,P2 Sg,P3 Sg Fem,P2 Sg,Neg,-
Perf,P2 Sg,P3 Sg Fem,P2 Pl,Pos,-
Perf,P2 Sg,P3 Sg Fem,P2 Pl,Neg,-
Perf,P2 Sg,P3 Sg Fem,P3 Sg Masc,Pos,neħħejthielu
Perf,P2 Sg,P3 Sg Fem,P3 Sg Masc,Neg,neħħejthilux
Perf,P2 Sg,P3 Sg Fem,P3 Sg Fem,Pos,neħħejthielha
Perf,P2 Sg,P3 Sg Fem,P3 Sg Fem,Neg,neħħejthilhiex
Perf,P2 Sg,P3 Sg Fem,P3 Pl,Pos,neħħejthielhom
Perf,P2 Sg,P3 Sg Fem,P3 Pl,Neg,neħħejthilhomx
Perf,P2 Sg,P3 Pl,P1 Sg,Pos,neħħejthomli
Perf,P2 Sg,P3 Pl,P1 Sg,Neg,neħħejthomlix
Perf,P2 Sg,P3 Pl,P1 Pl,Pos,neħħejthomlna
Perf,P2 Sg,P3 Pl,P1 Pl,Neg,neħħejthomlniex
Perf,P2 Sg,P3 Pl,P2 Sg,Pos,-
Perf,P2 Sg,P3 Pl,P2 Sg,Neg,-
Perf,P2 Sg,P3 Pl,P2 Pl,Pos,-
Perf,P2 Sg,P3 Pl,P2 Pl,Neg,-
Perf,P2 Sg,P3 Pl,P3 Sg Masc,Pos,neħħejthomlu
Perf,P2 Sg,P3 Pl,P3 Sg Masc,Neg,neħħejthomlux
Perf,P2 Sg,P3 Pl,P3 Sg Fem,Pos,neħħejthomlha
Perf,P2 Sg,P3 Pl,P3 Sg Fem,Neg,neħħejthomlhiex
Perf,P2 Sg,P3 Pl,P3 Pl,Pos,neħħejthomlhom
Perf,P2 Sg,P3 Pl,P3 Pl,Neg,neħħejthomlhomx
Perf,P2 Pl,-,-,Pos,neħħejtu
Perf,P2 Pl,-,-,Neg,neħħejtux
Perf,P2 Pl,P1 Sg,-,Pos,neħħejtuni
Perf,P2 Pl,P1 Sg,-,Neg,neħħejtunix
Perf,P2 Pl,P1 Pl,-,Pos,neħħejtuna
Perf,P2 Pl,P1 Pl,-,Neg,neħħejtuniex
Perf,P2 Pl,P2 Sg,-,Pos,-
Perf,P2 Pl,P2 Sg,-,Neg,-
Perf,P2 Pl,P2 Pl,-,Pos,-
Perf,P2 Pl,P2 Pl,-,Neg,-
Perf,P2 Pl,P3 Sg Masc,-,Pos,neħħejtuh
Perf,P2 Pl,P3 Sg Masc,-,Neg,neħħejtuhx
Perf,P2 Pl,P3 Sg Fem,-,Pos,neħħejtuha
Perf,P2 Pl,P3 Sg Fem,-,Neg,neħħejtuhiex
Perf,P2 Pl,P3 Pl,-,Pos,neħħejtuhom
Perf,P2 Pl,P3 Pl,-,Neg,neħħejtuhomx
Perf,P2 Pl,-,P1 Sg,Pos,neħħejtuli
Perf,P2 Pl,-,P1 Sg,Neg,neħħejtulix
Perf,P2 Pl,-,P1 Pl,Pos,neħħejtulna
Perf,P2 Pl,-,P1 Pl,Neg,neħħejtulniex
Perf,P2 Pl,-,P2 Sg,Pos,-
Perf,P2 Pl,-,P2 Sg,Neg,-
Perf,P2 Pl,-,P2 Pl,Pos,-
Perf,P2 Pl,-,P2 Pl,Neg,-
Perf,P2 Pl,-,P3 Sg Masc,Pos,neħħejtulu
Perf,P2 Pl,-,P3 Sg Masc,Neg,neħħejtulux
Perf,P2 Pl,-,P3 Sg Fem,Pos,neħħejtulha
Perf,P2 Pl,-,P3 Sg Fem,Neg,neħħejtulhiex
Perf,P2 Pl,-,P3 Pl,Pos,neħħejtulhom
Perf,P2 Pl,-,P3 Pl,Neg,neħħejtulhomx
Perf,P2 Pl,P3 Sg Masc,P1 Sg,Pos,neħħejtuhuli
Perf,P2 Pl,P3 Sg Masc,P1 Sg,Neg,neħħejtuhulix
Perf,P2 Pl,P3 Sg Masc,P1 Pl,Pos,neħħejtuhulna
Perf,P2 Pl,P3 Sg Masc,P1 Pl,Neg,neħħejtuhulniex
Perf,P2 Pl,P3 Sg Masc,P2 Sg,Pos,-
Perf,P2 Pl,P3 Sg Masc,P2 Sg,Neg,-
Perf,P2 Pl,P3 Sg Masc,P2 Pl,Pos,-
Perf,P2 Pl,P3 Sg Masc,P2 Pl,Neg,-
Perf,P2 Pl,P3 Sg Masc,P3 Sg Masc,Pos,neħħejtuhulu
Perf,P2 Pl,P3 Sg Masc,P3 Sg Masc,Neg,neħħejtuhulux
Perf,P2 Pl,P3 Sg Masc,P3 Sg Fem,Pos,neħħejtuhulha
Perf,P2 Pl,P3 Sg Masc,P3 Sg Fem,Neg,neħħejtuhulhiex
Perf,P2 Pl,P3 Sg Masc,P3 Pl,Pos,neħħejtuhulhom
Perf,P2 Pl,P3 Sg Masc,P3 Pl,Neg,neħħejtuhulhomx
Perf,P2 Pl,P3 Sg Fem,P1 Sg,Pos,neħħejtuhieli
Perf,P2 Pl,P3 Sg Fem,P1 Sg,Neg,neħħejtuhilix
Perf,P2 Pl,P3 Sg Fem,P1 Pl,Pos,neħħejtuhielna
Perf,P2 Pl,P3 Sg Fem,P1 Pl,Neg,neħħejtuhilniex
Perf,P2 Pl,P3 Sg Fem,P2 Sg,Pos,-
Perf,P2 Pl,P3 Sg Fem,P2 Sg,Neg,-
Perf,P2 Pl,P3 Sg Fem,P2 Pl,Pos,-
Perf,P2 Pl,P3 Sg Fem,P2 Pl,Neg,-
Perf,P2 Pl,P3 Sg Fem,P3 Sg Masc,Pos,neħħejtuhielu
Perf,P2 Pl,P3 Sg Fem,P3 Sg Masc,Neg,neħħejtuhilux
Perf,P2 Pl,P3 Sg Fem,P3 Sg Fem,Pos,neħħejtuhielha
Perf,P2 Pl,P3 Sg Fem,P3 Sg Fem,Neg,neħħejtuhilhiex
Perf,P2 Pl,P3 Sg Fem,P3 Pl,Pos,neħħejtuhielhom
Perf,P2 Pl,P3 Sg Fem,P3 Pl,Neg,neħħejtuhilhomx
Perf,P2 Pl,P3 Pl,P1 Sg,Pos,neħħejtuhomli
Perf,P2 Pl,P3 Pl,P1 Sg,Neg,neħħejtuhomlix
Perf,P2 Pl,P3 Pl,P1 Pl,Pos,neħħejtuhomlna
Perf,P2 Pl,P3 Pl,P1 Pl,Neg,neħħejtuhomlniex
Perf,P2 Pl,P3 Pl,P2 Sg,Pos,-
Perf,P2 Pl,P3 Pl,P2 Sg,Neg,-
Perf,P2 Pl,P3 Pl,P2 Pl,Pos,-
Perf,P2 Pl,P3 Pl,P2 Pl,Neg,-
Perf,P2 Pl,P3 Pl,P3 Sg Masc,Pos,neħħejtuhomlu
Perf,P2 Pl,P3 Pl,P3 Sg Masc,Neg,neħħejtuhomlux
Perf,P2 Pl,P3 Pl,P3 Sg Fem,Pos,neħħejtuhomlha
Perf,P2 Pl,P3 Pl,P3 Sg Fem,Neg,neħħejtuhomlhiex
Perf,P2 Pl,P3 Pl,P3 Pl,Pos,neħħejtuhomlhom
Perf,P2 Pl,P3 Pl,P3 Pl,Neg,neħħejtuhomlhomx
Perf,P3 Sg Masc,-,-,Pos,neħħa
Perf,P3 Sg Masc,-,-,Neg,neħħiex
Perf,P3 Sg Masc,P1 Sg,-,Pos,neħħieni
Perf,P3 Sg Masc,P1 Sg,-,Neg,neħħinix
Perf,P3 Sg Masc,P1 Pl,-,Pos,neħħiena
Perf,P3 Sg Masc,P1 Pl,-,Neg,neħħiniex
Perf,P3 Sg Masc,P2 Sg,-,Pos,neħħiek
Perf,P3 Sg Masc,P2 Sg,-,Neg,neħħikx
Perf,P3 Sg Masc,P2 Pl,-,Pos,neħħiekom
Perf,P3 Sg Masc,P2 Pl,-,Neg,neħħikomx
Perf,P3 Sg Masc,P3 Sg Masc,-,Pos,neħħieh
Perf,P3 Sg Masc,P3 Sg Masc,-,Neg,neħħihx
Perf,P3 Sg Masc,P3 Sg Fem,-,Pos,neħħieha
Perf,P3 Sg Masc,P3 Sg Fem,-,Neg,neħħihiex
Perf,P3 Sg Masc,P3 Pl,-,Pos,neħħiehom
Perf,P3 Sg Masc,P3 Pl,-,Neg,neħħihomx
Perf,P3 Sg Masc,-,P1 Sg,Pos,neħħieli
Perf,P3 Sg Masc,-,P1 Sg,Neg,neħħilix
Perf,P3 Sg Masc,-,P1 Pl,Pos,neħħielna
Perf,P3 Sg Masc,-,P1 Pl,Neg,neħħilniex
Perf,P3 Sg Masc,-,P2 Sg,Pos,neħħielek
Perf,P3 Sg Masc,-,P2 Sg,Neg,neħħilekx
Perf,P3 Sg Masc,-,P2 Pl,Pos,neħħielkom
Perf,P3 Sg Masc,-,P2 Pl,Neg,neħħilkomx
Perf,P3 Sg Masc,-,P3 Sg Masc,Pos,neħħielu
Perf,P3 Sg Masc,-,P3 Sg Masc,Neg,neħħilux
Perf,P3 Sg Masc,-,P3 Sg Fem,Pos,neħħielha
Perf,P3 Sg Masc,-,P3 Sg Fem,Neg,neħħilhiex
Perf,P3 Sg Masc,-,P3 Pl,Pos,neħħielhom
Perf,P3 Sg Masc,-,P3 Pl,Neg,neħħilhomx
Perf,P3 Sg Masc,P3 Sg Masc,P1 Sg,Pos,neħħihuli
Perf,P3 Sg Masc,P3 Sg Masc,P1 Sg,Neg,neħħihulix
Perf,P3 Sg Masc,P3 Sg Masc,P1 Pl,Pos,neħħihulna
Perf,P3 Sg Masc,P3 Sg Masc,P1 Pl,Neg,neħħihulniex
Perf,P3 Sg Masc,P3 Sg Masc,P2 Sg,Pos,neħħihulek
Perf,P3 Sg Masc,P3 Sg Masc,P2 Sg,Neg,neħħihulekx
Perf,P3 Sg Masc,P3 Sg Masc,P2 Pl,Pos,neħħihulkom
Perf,P3 Sg Masc,P3 Sg Masc,P2 Pl,Neg,neħħihulkomx
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Masc,Pos,neħħihulu
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Masc,Neg,neħħihulux
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Fem,Pos,neħħihulha
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Fem,Neg,neħħihulhiex
Perf,P3 Sg Masc,P3 Sg Masc,P3 Pl,Pos,neħħihulhom
Perf,P3 Sg Masc,P3 Sg Masc,P3 Pl,Neg,neħħihulhomx
Perf,P3 Sg Masc,P3 Sg Fem,P1 Sg,Pos,neħħihieli
Perf,P3 Sg Masc,P3 Sg Fem,P1 Sg,Neg,neħħihilix
Perf,P3 Sg Masc,P3 Sg Fem,P1 Pl,Pos,neħħihielna
Perf,P3 Sg Masc,P3 Sg Fem,P1 Pl,Neg,neħħihilniex
Perf,P3 Sg Masc,P3 Sg Fem,P2 Sg,Pos,neħħihielek
Perf,P3 Sg Masc,P3 Sg Fem,P2 Sg,Neg,neħħihilekx
Perf,P3 Sg Masc,P3 Sg Fem,P2 Pl,Pos,neħħihielkom
Perf,P3 Sg Masc,P3 Sg Fem,P2 Pl,Neg,neħħihilkomx
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Masc,Pos,neħħihielu
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Masc,Neg,neħħihilux
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Fem,Pos,neħħihielha
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Fem,Neg,neħħihilhiex
Perf,P3 Sg Masc,P3 Sg Fem,P3 Pl,Pos,neħħihielhom
Perf,P3 Sg Masc,P3 Sg Fem,P3 Pl,Neg,neħħihilhomx
Perf,P3 Sg Masc,P3 Pl,P1 Sg,Pos,neħħihomli
Perf,P3 Sg Masc,P3 Pl,P1 Sg,Neg,neħħihomlix
Perf,P3 Sg Masc,P3 Pl,P1 Pl,Pos,neħħihomlna
Perf,P3 Sg Masc,P3 Pl,P1 Pl,Neg,neħħihomlniex
Perf,P3 Sg Masc,P3 Pl,P2 Sg,Pos,neħħihomlok
Perf,P3 Sg Masc,P3 Pl,P2 Sg,Neg,neħħihomlokx
Perf,P3 Sg Masc,P3 Pl,P2 Pl,Pos,neħħihomlkom
Perf,P3 Sg Masc,P3 Pl,P2 Pl,Neg,neħħihomlkomx
Perf,P3 Sg Masc,P3 Pl,P3 Sg Masc,Pos,neħħihomlu
Perf,P3 Sg Masc,P3 Pl,P3 Sg Masc,Neg,neħħihomlux
Perf,P3 Sg Masc,P3 Pl,P3 Sg Fem,Pos,neħħihomlha
Perf,P3 Sg Masc,P3 Pl,P3 Sg Fem,Neg,neħħihomlhiex
Perf,P3 Sg Masc,P3 Pl,P3 Pl,Pos,neħħihomlhom
Perf,P3 Sg Masc,P3 Pl,P3 Pl,Neg,neħħihomlhomx
Perf,P3 Sg Fem,-,-,Pos,neħħiet
Perf,P3 Sg Fem,-,-,Neg,neħħitx
Perf,P3 Sg Fem,P1 Sg,-,Pos,neħħietni
Perf,P3 Sg Fem,P1 Sg,-,Neg,neħħitnix
Perf,P3 Sg Fem,P1 Pl,-,Pos,neħħietna
Perf,P3 Sg Fem,P1 Pl,-,Neg,neħħitniex
Perf,P3 Sg Fem,P2 Sg,-,Pos,neħħietek
Perf,P3 Sg Fem,P2 Sg,-,Neg,neħħitekx
Perf,P3 Sg Fem,P2 Pl,-,Pos,neħħietkom
Perf,P3 Sg Fem,P2 Pl,-,Neg,neħħitkomx
Perf,P3 Sg Fem,P3 Sg Masc,-,Pos,neħħietu
Perf,P3 Sg Fem,P3 Sg Masc,-,Neg,neħħitux
Perf,P3 Sg Fem,P3 Sg Fem,-,Pos,neħħietha
Perf,P3 Sg Fem,P3 Sg Fem,-,Neg,neħħithiex
Perf,P3 Sg Fem,P3 Pl,-,Pos,neħħiethom
Perf,P3 Sg Fem,P3 Pl,-,Neg,neħħithomx
Perf,P3 Sg Fem,-,P1 Sg,Pos,neħħietli
Perf,P3 Sg Fem,-,P1 Sg,Neg,neħħitlix
Perf,P3 Sg Fem,-,P1 Pl,Pos,neħħitilna
Perf,P3 Sg Fem,-,P1 Pl,Neg,neħħitilniex
Perf,P3 Sg Fem,-,P2 Sg,Pos,neħħietlek
Perf,P3 Sg Fem,-,P2 Sg,Neg,neħħitlekx
Perf,P3 Sg Fem,-,P2 Pl,Pos,neħħitilkom
