aspect,subj,do,io,pol,surface
Perf,P2 Sg,P3 Sg Fem,P1 Sg,Neg,tħarbatthilix
Perf,P2 Sg,P3 Sg Fem,P1 Pl,Pos,tħarbatthielna
Perf,P2 Sg,P3 Sg Fem,P1 Pl,Neg,tħarbatthilniex
Perf,P2 Sg,P3 Sg Fem,P2 Sg,Pos,-
Perf,P2 Sg,P3 Sg Fem,P2 Sg,Neg,-
Perf,P2 Sg,P3 Sg Fem,P2 Pl,Pos,-
Perf,P2 Sg,P3 Sg Fem,P2 Pl,Neg,-
Perf,P2 Sg,P3 Sg Fem,P3 Sg Masc,Pos,tħarbatthielu
Perf,P2 Sg,P3 Sg Fem,P3 Sg Masc,Neg,tħarbatthilux
Perf,P2 Sg,P3 Sg Fem,P3 Sg Fem,Pos,tħarbatthielha
Perf,P2 Sg,P3 Sg Fem,P3 Sg Fem,Neg,tħarbatthilhiex
Perf,P2 Sg,P3 Sg Fem,P3 Pl,Pos,tħarbatthielhom
Perf,P2 Sg,P3 Sg Fem,P3 Pl,Neg,tħarbatthilhomx
Perf,P2 Sg,P3 Pl,P1 Sg,Pos,tħarbatthomli
Perf,P2 Sg,P3 Pl,P1 Sg,Neg,tħarbatthomlix
Perf,P2 Sg,P3 Pl,P1 Pl,Pos,tħarbatthomlna
Perf,P2 Sg,P3 Pl,P1 Pl,Neg,tħarbatthomlniex
Perf,P2 Sg,P3 Pl,P2 Sg,Pos,-
Perf,P2 Sg,P3 Pl,P2 Sg,Neg,-
Perf,P2 Sg,P3 Pl,P2 Pl,Pos,-
Perf,P2 Sg,P3 Pl,P2 Pl,Neg,-
Perf,P2 Sg,P3 Pl,P3 Sg Masc,Pos,tħarbatthomlu
Perf,P2 Sg,P3 Pl,P3 Sg Masc,Neg,tħarbatthomlux
Perf,P2 Sg,P3 Pl,P3 Sg Fem,Pos,tħarbatthomlha
Perf,P2 Sg,P3 Pl,P3 Sg Fem,Neg,tħarbatthomlhiex
Perf,P2 Sg,P3 Pl,P3 Pl,Pos,tħarbatthomlhom
Perf,P2 Sg,P3 Pl,P3 Pl,Neg,tħarbatthomlhomx
Perf,P2 Pl,-,-,Pos,tħarbattu
Perf,P2 Pl,-,-,Neg,tħarbattux
Perf,P2 Pl,P1 Sg,-,Pos,tħarbattuni
Perf,P2 Pl,P1 Sg,-,Neg,tħarbattunix
Perf,P2 Pl,P1 Pl,-,Pos,tħarbattuna
Perf,P2 Pl,P1 Pl,-,Neg,tħarbattuniex
Perf,P2 Pl,P2 Sg,-,Pos,-
Perf,P2 Pl,P2 Sg,-,Neg,-
Perf,P2 Pl,P2 Pl,-,Pos,-
Perf,P2 Pl,P2 Pl,-,Neg,-
Perf,P2 Pl,P3 Sg Masc,-,Pos,tħarbattuh
Perf,P2 Pl,P3 Sg Masc,-,Neg,tħarbattuhx
Perf,P2 Pl,P3 Sg Fem,-,Pos,tħarbattuha
Perf,P2 Pl,P3 Sg Fem,-,Neg,tħarbattuhiex
Perf,P2 Pl,P3 Pl,-,Pos,tħarbattuhom
Perf,P2 Pl,P3 Pl,-,Neg,tħarbattuhomx
Perf,P2 Pl,-,P1 Sg,Pos,tħarbattuli
Perf,P2 Pl,-,P1 Sg,Neg,tħarbattulix
Perf,P2 Pl,-,P1 Pl,Pos,tħarbattulna
Perf,P2 Pl,-,P1 Pl,Neg,tħarbattulniex
Perf,P2 Pl,-,P2 Sg,Pos,-
Perf,P2 Pl,-,P2 Sg,Neg,-
Perf,P2 Pl,-,P2 Pl,Pos,-
Perf,P2 Pl,-,P2 Pl,Neg,-
Perf,P2 Pl,-,P3 Sg Masc,Pos,tħarbattulu
Perf,P2 Pl,-,P3 Sg Masc,Neg,tħarbattulux
Perf,P2 Pl,-,P3 Sg Fem,Pos,tħarbattulha
Perf,P2 Pl,-,P3 Sg Fem,Neg,tħarbattulhiex
Perf,P2 Pl,-,P3 Pl,Pos,tħarbattulhom
Perf,P2 Pl,-,P3 Pl,Neg,tħarbattulhomx
Perf,P2 Pl,P3 Sg Masc,P1 Sg,Pos,tħarbattuhuli
Perf,P2 Pl,P3 Sg Masc,P1 Sg,Neg,tħarbattuhulix
Perf,P2 Pl,P3 Sg Masc,P1 Pl,Pos,tħarbattuhulna
Perf,P2 Pl,P3 Sg Masc,P1 Pl,Neg,tħarbattuhulniex
Perf,P2 Pl,P3 Sg Masc,P2 Sg,Pos,-
Perf,P2 Pl,P3 Sg Masc,P2 Sg,Neg,-
Perf,P2 Pl,P3 Sg Masc,P2 Pl,Pos,-
Perf,P2 Pl,P3 Sg Masc,P2 Pl,Neg,-
Perf,P2 Pl,P3 Sg Masc,P3 Sg Masc,Pos,tħarbattuhulu
Perf,P2 Pl,P3 Sg Masc,P3 Sg Masc,Neg,tħarbattuhulux
Perf,P2 Pl,P3 Sg Masc,P3 Sg Fem,Pos,tħarbattuhulha
Perf,P2 Pl,P3 Sg Masc,P3 Sg Fem,Neg,tħarbattuhulhiex
Perf,P2 Pl,P3 Sg Masc,P3 Pl,Pos,tħarbattuhulhom
Perf,P2 Pl,P3 Sg Masc,P3 Pl,Neg,tħarbattuhulhomx
Perf,P2 Pl,P3 Sg Fem,P1 Sg,Pos,tħarbattuhieli
Perf,P2 Pl,P3 Sg Fem,P1 Sg,Neg,tħarbattuhilix
Perf,P2 Pl,P3 Sg Fem,P1 Pl,Pos,tħarbattuhielna
Perf,P2 Pl,P3 Sg Fem,P1 Pl,Neg,tħarbattuhilniex
Perf,P2 Pl,P3 Sg Fem,P2 Sg,Pos,-
Perf,P2 Pl,P3 Sg Fem,P2 Sg,Neg,-
Perf,P2 Pl,P3 Sg Fem,P2 Pl,Pos,-
Perf,P2 Pl,P3 Sg Fem,P2 Pl,Neg,-
Perf,P2 Pl,P3 Sg Fem,P3 Sg Masc,Pos,tħarbattuhielu
Perf,P2 Pl,P3 Sg Fem,P3 Sg Masc,Neg,tħarbattuhilux
Perf,P2 Pl,P3 Sg Fem,P3 Sg Fem,Pos,tħarbattuhielha
Perf,P2 Pl,P3 Sg Fem,P3 Sg Fem,Neg,tħarbattuhilhiex
Perf,P2 Pl,P3 Sg Fem,P3 Pl,Pos,tħarbattuhielhom
Perf,P2 Pl,P3 Sg Fem,P3 Pl,Neg,tħarbattuhilhomx
Perf,P2 Pl,P3 Pl,P1 Sg,Pos,tħarbattuhomli
Perf,P2 Pl,P3 Pl,P1 Sg,Neg,tħarbattuhomlix
Perf,P2 Pl,P3 Pl,P1 Pl,Pos,tħarbattuhomlna
Perf,P2 Pl,P3 Pl,P1 Pl,Neg,tħarbattuhomlniex
Perf,P2 Pl,P3 Pl,P2 Sg,Pos,-
Perf,P2 Pl,P3 Pl,P2 Sg,Neg,-
Perf,P2 Pl,P3 Pl,P2 Pl,Pos,-
Perf,P2 Pl,P3 Pl,P2 Pl,Neg,-
Perf,P2 Pl,P3 Pl,P3 Sg Masc,Pos,tħarbattuhomlu
Perf,P2 Pl,P3 Pl,P3 Sg Masc,Neg,tħarbattuhomlux
Perf,P2 Pl,P3 Pl,P3 Sg Fem,Pos,tħarbattuhomlha
Perf,P2 Pl,P3 Pl,P3 Sg Fem,Neg,tħarbattuhomlhiex
Perf,P2 Pl,P3 Pl,P3 Pl,Pos,tħarbattuhomlhom
Perf,P2 Pl,P3 Pl,P3 Pl,Neg,tħarbattuhomlhomx
Perf,P3 Sg Masc,-,-,Pos,tħarbat
Perf,P3 Sg Masc,-,-,Neg,tħarbatx
Perf,P3 Sg Masc,P1 Sg,-,Pos,tħarbatni
Perf,P3 Sg Masc,P1 Sg,-,Neg,tħarbatnix
Perf,P3 Sg Masc,P1 Pl,-,Pos,tħarbatna
Perf,P3 Sg Masc,P1 Pl,-,Neg,tħarbatniex
Perf,P3 Sg Masc,P2 Sg,-,Pos,tħarbtek
Perf,P3 Sg Masc,P2 Sg,-,Neg,tħarbtekx
Perf,P3 Sg Masc,P2 Pl,-,Pos,tħarbatkom
Perf,P3 Sg Masc,P2 Pl,-,Neg,tħarbatkomx
Perf,P3 Sg Masc,P3 Sg Masc,-,Pos,tħarbtu
Perf,P3 Sg Masc,P3 Sg Masc,-,Neg,tħarbtux
Perf,P3 Sg Masc,P3 Sg Fem,-,Pos,tħarbatha
Perf,P3 Sg Masc,P3 Sg Fem,-,Neg,tħarbathiex
Perf,P3 Sg Masc,P3 Pl,-,Pos,tħarbathom
Perf,P3 Sg Masc,P3 Pl,-,Neg,tħarbathomx
Perf,P3 Sg Masc,-,P1 Sg,Pos,tħarbatli
Perf,P3 Sg Masc,-,P1 Sg,Neg,tħarbatlix
Perf,P3 Sg Masc,-,P1 Pl,Pos,tħarbtilna
Perf,P3 Sg Masc,-,P1 Pl,Neg,tħarbtilniex
Perf,P3 Sg Masc,-,P2 Sg,Pos,tħarbatlek
Perf,P3 Sg Masc,-,P2 Sg,Neg,tħarbatlekx
Perf,P3 Sg Masc,-,P2 Pl,Pos,tħarbtilkom
Perf,P3 Sg Masc,-,P2 Pl,Neg,tħarbtilkomx
Perf,P3 Sg Masc,-,P3 Sg Masc,Pos,tħarbatlu
Perf,P3 Sg Masc,-,P3 Sg Masc,Neg,tħarbatlux
Perf,P3 Sg Masc,-,P3 Sg Fem,Pos,tħarbtilha
Perf,P3 Sg Masc,-,P3 Sg Fem,Neg,tħarbtilhiex
Perf,P3 Sg Masc,-,P3 Pl,Pos,tħarbtilhom
Perf,P3 Sg Masc,-,P3 Pl,Neg,tħarbtilhomx
Perf,P3 Sg Masc,P3 Sg Masc,P1 Sg,Pos,tħarbathuli
Perf,P3 Sg Masc,P3 Sg Masc,P1 Sg,Neg,tħarbathulix
Perf,P3 Sg Masc,P3 Sg Masc,P1 Pl,Pos,tħarbathulna
Perf,P3 Sg Masc,P3 Sg Masc,P1 Pl,Neg,tħarbathulniex
Perf,P3 Sg Masc,P3 Sg Masc,P2 Sg,Pos,tħarbathulek
Perf,P3 Sg Masc,P3 Sg Masc,P2 Sg,Neg,tħarbathulekx
Perf,P3 Sg Masc,P3 Sg Masc,P2 Pl,Pos,tħarbathulkom
Perf,P3 Sg Masc,P3 Sg Masc,P2 Pl,Neg,tħarbathulkomx
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Masc,Pos,tħarbathulu
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Masc,Neg,tħarbathulux
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Fem,Pos,tħarbathulha
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Fem,Neg,tħarbathulhiex
Perf,P3 Sg Masc,P3 Sg Masc,P3 Pl,Pos,tħarbathulhom
Perf,P3 Sg Masc,P3 Sg Masc,P3 Pl,Neg,tħarbathulhomx
Perf,P3 Sg Masc,P3 Sg Fem,P1 Sg,Pos,tħarbathieli
Perf,P3 Sg Masc,P3 Sg Fem,P1 Sg,Neg,tħarbathilix
Perf,P3 Sg Masc,P3 Sg Fem,P1 Pl,Pos,tħarbathielna
Perf,P3 Sg Masc,P3 Sg Fem,P1 Pl,Neg,tħarbathilniex
Perf,P3 Sg Masc,P3 Sg Fem,P2 Sg,Pos,tħarbathielek
Perf,P3 Sg Masc,P3 Sg Fem,P2 Sg,Neg,tħarbathilekx
Perf,P3 Sg Masc,P3 Sg Fem,P2 Pl,Pos,tħarbathielkom
Perf,P3 Sg Masc,P3 Sg Fem,P2 Pl,Neg,tħarbathilkomx
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Masc,Pos,tħarbathielu
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Masc,Neg,tħarbathilux
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Fem,Pos,tħarbathielha
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Fem,Neg,tħarbathilhiex
Perf,P3 Sg Masc,P3 Sg Fem,P3 Pl,Pos,tħarbathielhom
Perf,P3 Sg Masc,P3 Sg Fem,P3 Pl,Neg,tħarbathilhomx
Perf,P3 Sg Masc,P3 Pl,P1 Sg,Pos,tħarbathomli
Perf,P3 Sg Masc,P3 Pl,P1 Sg,Neg,tħarbathomlix
Perf,P3 Sg Masc,P3 Pl,P1 Pl,Pos,tħarbathomlna
Perf,P3 Sg Masc,P3 Pl,P1 Pl,Neg,tħarbathomlniex
Perf,P3 Sg Masc,P3 Pl,P2 Sg,Pos,tħarbathomlok
Perf,P3 Sg Masc,P3 Pl,P2 Sg,Neg,tħarbathomlokx
Perf,P3 Sg Masc,P3 Pl,P2 Pl,Pos,tħarbathomlkom
Perf,P3 Sg Masc,P3 Pl,P2 Pl,Neg,tħarbathomlkomx
Perf,P3 Sg Masc,P3 Pl,P3 Sg Masc,Pos,tħarbathomlu
Perf,P3 Sg Masc,P3 Pl,P3 Sg Masc,Neg,tħarbathomlux
Perf,P3 Sg Masc,P3 Pl,P3 Sg Fem,Pos,tħarbathomlha
Perf,P3 Sg Masc,P3 Pl,P3 Sg Fem,Neg,tħarbathomlhiex
Perf,P3 Sg Masc,P3 Pl,P3 Pl,Pos,tħarbathomlhom
Perf,P3 Sg Masc,P3 Pl,P3 Pl,Neg,tħarbathomlhomx
Perf,P3 Sg Fem,-,-,Pos,tħarbtet
Perf,P3 Sg Fem,-,-,Neg,tħarbtitx
Perf,P3 Sg Fem,P1 Sg,-,Pos,tħarbtitni
Perf,P3 Sg Fem,P1 Sg,-,Neg,tħarbtitnix
Perf,P3 Sg Fem,P1 Pl,-,Pos,tħarbtitna
Perf,P3 Sg Fem,P1 Pl,-,Neg,tħarbtitniex
Perf,P3 Sg Fem,P2 Sg,-,Pos,tħarbtitek
Perf,P3 Sg Fem,P2 Sg,-,Neg,tħarbtitekx
Perf,P3 Sg Fem,P2 Pl,-,Pos,tħarbtitkom
Perf,P3 Sg Fem,P2 Pl,-,Neg,tħarbtitkomx
Perf,P3 Sg Fem,P3 Sg Masc,-,Pos,tħarbtitu
Perf,P3 Sg Fem,P3 Sg Masc,-,Neg,tħarbtitux
Perf,P3 Sg Fem,P3 Sg Fem,-,Pos,tħarbtitha
Perf,P3 Sg Fem,P3 Sg Fem,-,Neg,tħarbtithiex
Perf,P3 Sg Fem,P3 Pl,-,Pos,tħarbtithom
Perf,P3 Sg Fem,P3 Pl,-,Neg,tħarbtithomx
