aspect,subj,do,io,pol,surface
Perf,P2 Sg,P1 Sg,-,Neg,twaltnix
Perf,P2 Sg,P1 Pl,-,Pos,twaltna
Perf,P2 Sg,P1 Pl,-,Neg,twaltniex
Perf,P2 Sg,P2 Sg,-,Pos,-
Perf,P2 Sg,P2 Sg,-,Neg,-
Perf,P2 Sg,P2 Pl,-,Pos,-
Perf,P2 Sg,P2 Pl,-,Neg,-
Perf,P2 Sg,P3 Sg Masc,-,Pos,twaltu
Perf,P2 Sg,P3 Sg Masc,-,Neg,twaltux
Perf,P2 Sg,P3 Sg Fem,-,Pos,twaltha
Perf,P2 Sg,P3 Sg Fem,-,Neg,twalthiex
Perf,P2 Sg,P3 Pl,-,Pos,twalthom
Perf,P2 Sg,P3 Pl,-,Neg,twalthomx
Perf,P2 Sg,-,P1 Sg,Pos,twaltli
Perf,P2 Sg,-,P1 Sg,Neg,twaltlix
Perf,P2 Sg,-,P1 Pl,Pos,twaltilna
Perf,P2 Sg,-,P1 Pl,Neg,twaltilniex
Perf,P2 Sg,-,P2 Sg,Pos,-
Perf,P2 Sg,-,P2 Sg,Neg,-
Perf,P2 Sg,-,P2 Pl,Pos,-
Perf,P2 Sg,-,P2 Pl,Neg,-
Perf,P2 Sg,-,P3 Sg Masc,Pos,twaltlu
Perf,P2 Sg,-,P3 Sg Masc,Neg,twaltlux
Perf,P2 Sg,-,P3 Sg Fem,Pos,twaltilha
Perf,P2 Sg,-,P3 Sg Fem,Neg,twaltilhiex
Perf,P2 Sg,-,P3 Pl,Pos,twaltilhom
Perf,P2 Sg,-,P3 Pl,Neg,twaltilhomx
Perf,P2 Sg,P3 Sg Masc,P1 Sg,Pos,twalthuli
Perf,P2 Sg,P3 Sg Masc,P1 Sg,Neg,twalthulix
Perf,P2 Sg,P3 Sg Masc,P1 Pl,Pos,twalthulna
Perf,P2 Sg,P3 Sg Masc,P1 Pl,Neg,twalthulniex
Perf,P2 Sg,P3 Sg Masc,P2 Sg,Pos,-
Perf,P2 Sg,P3 Sg Masc,P2 Sg,Neg,-
Perf,P2 Sg,P3 Sg Masc,P2 Pl,Pos,-
Perf,P2 Sg,P3 Sg Masc,P2 Pl,Neg,-
Perf,P2 Sg,P3 Sg Masc,P3 Sg Masc,Pos,twalthulu
Perf,P2 Sg,P3 Sg Masc,P3 Sg Masc,Neg,twalthulux
Perf,P2 Sg,P3 Sg Masc,P3 Sg Fem,Pos,twalthulha
Perf,P2 Sg,P3 Sg Masc,P3 Sg Fem,Neg,twalthulhiex
Perf,P2 Sg,P3 Sg Masc,P3 Pl,Pos,twalthulhom
Perf,P2 Sg,P3 Sg Masc,P3 Pl,Neg,twalthulhomx
Perf,P2 Sg,P3 Sg Fem,P1 Sg,Pos,twalthieli
Perf,P2 Sg,P3 Sg Fem,P1 Sg,Neg,twalthilix
Perf,P2 Sg,P3 Sg Fem,P1 Pl,Pos,twalthielna
Perf,P2 Sg,P3 Sg Fem,P1 Pl,Neg,twalthilniex
Perf,P2 Sg,P3 Sg Fem,P2 Sg,Pos,-
Perf,P2 Sg,P3 Sg Fem,P2 Sg,Neg,-
Perf,P2 Sg,P3 Sg Fem,P2 Pl,Pos,-
Perf,P2 Sg,P3 Sg Fem,P2 Pl,Neg,-
Perf,P2 Sg,P3 Sg Fem,P3 Sg Masc,Pos,twalthielu
Perf,P2 Sg,P3 Sg Fem,P3 Sg Masc,Neg,twalthilux
Perf,P2 Sg,P3 Sg Fem,P3 Sg Fem,Pos,twalthielha
Perf,P2 Sg,P3 Sg Fem,P3 Sg Fem,Neg,twalthilhiex
Perf,P2 Sg,P3 Sg Fem,P3 Pl,Pos,twalthielhom
Perf,P2 Sg,P3 Sg Fem,P3 Pl,Neg,twalthilhomx
Perf,P2 Sg,P3 Pl,P1 Sg,Pos,twalthomli
Perf,P2 Sg,P3 Pl,P1 Sg,Neg,twalthomlix
Perf,P2 Sg,P3 Pl,P1 Pl,Pos,twalthomlna
Perf,P2 Sg,P3 Pl,P1 Pl,Neg,twalthomlniex
Perf,P2 Sg,P3 Pl,P2 Sg,Pos,-
Perf,P2 Sg,P3 Pl,P2 Sg,Neg,-
Perf,P2 Sg,P3 Pl,P2 Pl,Pos,-
Perf,P2 Sg,P3 Pl,P2 Pl,Neg,-
Perf,P2 Sg,P3 Pl,P3 Sg Masc,Pos,twalthomlu
Perf,P2 Sg,P3 Pl,P3 Sg Masc,Neg,twalthomlux
Perf,P2 Sg,P3 Pl,P3 Sg Fem,Pos,twalthomlha
Perf,P2 Sg,P3 Pl,P3 Sg Fem,Neg,twalthomlhiex
Perf,P2 Sg,P3 Pl,P3 Pl,Pos,twalthomlhom
Perf,P2 Sg,P3 Pl,P3 Pl,Neg,twalthomlhomx
Perf,P2 Pl,-,-,Pos,twaltu
Perf,P2 Pl,-,-,Neg,twaltux
Perf,P2 Pl,P1 Sg,-,Pos,twaltuni
Perf,P2 Pl,P1 Sg,-,Neg,twaltunix
Perf,P2 Pl,P1 Pl,-,Pos,twaltuna
Perf,P2 Pl,P1 Pl,-,Neg,twaltuniex
Perf,P2 Pl,P2 Sg,-,Pos,-
Perf,P2 Pl,P2 Sg,-,Neg,-
Perf,P2 Pl,P2 Pl,-,Pos,-
Perf,P2 Pl,P2 Pl,-,Neg,-
Perf,P2 Pl,P3 Sg Masc,-,Pos,twaltuh
Perf,P2 Pl,P3 Sg Masc,-,Neg,twaltuhx
Perf,P2 Pl,P3 Sg Fem,-,Pos,twaltuha
Perf,P2 Pl,P3 Sg Fem,-,Neg,twaltuhiex
Perf,P2 Pl,P3 Pl,-,Pos,twaltuhom
Perf,P2 Pl,P3 Pl,-,Neg,twaltuhomx
Perf,P2 Pl,-,P1 Sg,Pos,twaltuli
Perf,P2 Pl,-,P1 Sg,Neg,twaltulix
Perf,P2 Pl,-,P1 Pl,Pos,twaltulna
Perf,P2 Pl,-,P1 Pl,Neg,twaltulniex
Perf,P2 Pl,-,P2 Sg,Pos,-
Perf,P2 Pl,-,P2 Sg,Neg,-
Perf,P2 Pl,-,P2 Pl,Pos,-
Perf,P2 Pl,-,P2 Pl,Neg,-
Perf,P2 Pl,-,P3 Sg Masc,Pos,twaltulu
Perf,P2 Pl,-,P3 Sg Masc,Neg,twaltulux
Perf,P2 Pl,-,P3 Sg Fem,Pos,twaltulha
Perf,P2 Pl,-,P3 Sg Fem,Neg,twaltulhiex
Perf,P2 Pl,-,P3 Pl,Pos,twaltulhom
Perf,P2 Pl,-,P3 Pl,Neg,twaltulhomx
Perf,P2 Pl,P3 Sg Masc,P1 Sg,Pos,twaltuhuli
Perf,P2 Pl,P3 Sg Masc,P1 Sg,Neg,twaltuhulix
Perf,P2 Pl,P3 Sg Masc,P1 Pl,Pos,twaltuhulna
Perf,P2 Pl,P3 Sg Masc,P1 Pl,Neg,twaltuhulniex
Perf,P2 Pl,P3 Sg Masc,P2 Sg,Pos,-
Perf,P2 Pl,P3 Sg Masc,P2 Sg,Neg,-
Perf,P2 Pl,P3 Sg Masc,P2 Pl,Pos,-
Perf,P2 Pl,P3 Sg Masc,P2 Pl,Neg,-
Perf,P2 Pl,P3 Sg Masc,P3 Sg Masc,Pos,twaltuhulu
Perf,P2 Pl,P3 Sg Masc,P3 Sg Masc,Neg,twaltuhulux
Perf,P2 Pl,P3 Sg Masc,P3 Sg Fem,Pos,twaltuhulha
Perf,P2 Pl,P3 Sg Masc,P3 Sg Fem,Neg,twaltuhulhiex
Perf,P2 Pl,P3 Sg Masc,P3 Pl,Pos,twaltuhulhom
Perf,P2 Pl,P3 Sg Masc,P3 Pl,Neg,twaltuhulhomx
Perf,P2 Pl,P3 Sg Fem,P1 Sg,Pos,twaltuhieli
Perf,P2 Pl,P3 Sg Fem,P1 Sg,Neg,twaltuhilix
Perf,P2 Pl,P3 Sg Fem,P1 Pl,Pos,twaltuhielna
Perf,P2 Pl,P3 Sg Fem,P1 Pl,Neg,twaltuhilniex
Perf,P2 Pl,P3 Sg Fem,P2 Sg,Pos,-
Perf,P2 Pl,P3 Sg Fem,P2 Sg,Neg,-
Perf,P2 Pl,P3 Sg Fem,P2 Pl,Pos,-
Perf,P2 Pl,P3 Sg Fem,P2 Pl,Neg,-
Perf,P2 Pl,P3 Sg Fem,P3 Sg Masc,Pos,twaltuhielu
Perf,P2 Pl,P3 Sg Fem,P3 Sg Masc,Neg,twaltuhilux
Perf,P2 Pl,P3 Sg Fem,P3 Sg Fem,Pos,twaltuhielha
Perf,P2 Pl,P3 Sg Fem,P3 Sg Fem,Neg,twaltuhilhiex
Perf,P2 Pl,P3 Sg Fem,P3 Pl,Pos,twaltuhielhom
Perf,P2 Pl,P3 Sg Fem,P3 Pl,Neg,twaltuhilhomx
Perf,P2 Pl,P3 Pl,P1 Sg,Pos,twaltuhomli
Perf,P2 Pl,P3 Pl,P1 Sg,Neg,twaltuhomlix
Perf,P2 Pl,P3 Pl,P1 Pl,Pos,twaltuhomlna
Perf,P2 Pl,P3 Pl,P1 Pl,Neg,twaltuhomlniex
Perf,P2 Pl,P3 Pl,P2 Sg,Pos,-
Perf,P2 Pl,P3 Pl,P2 Sg,Neg,-
Perf,P2 Pl,P3 Pl,P2 Pl,Pos,-
Perf,P2 Pl,P3 Pl,P2 Pl,Neg,-
Perf,P2 Pl,P3 Pl,P3 Sg Masc,Pos,twaltuhomlu
Perf,P2 Pl,P3 Pl,P3 Sg Masc,Neg,twaltuhomlux
Perf,P2 Pl,P3 Pl,P3 Sg Fem,Pos,twaltuhomlha
Perf,P2 Pl,P3 Pl,P3 Sg Fem,Neg,twaltuhomlhiex
Perf,P2 Pl,P3 Pl,P3 Pl,Pos,twaltuhomlhom
Perf,P2 Pl,P3 Pl,P3 Pl,Neg,twaltuhomlhomx
Perf,P3 Sg Masc,-,-,Pos,twal
Perf,P3 Sg Masc,-,-,Neg,twalx
Perf,P3 Sg Masc,P1 Sg,-,Pos,twalni
Perf,P3 Sg Masc,P1 Sg,-,Neg,twalnix
Perf,P3 Sg Masc,P1 Pl,-,Pos,twalna
Perf,P3 Sg Masc,P1 Pl,-,Neg,twalniex
Perf,P3 Sg Masc,P2 Sg,-,Pos,twalek
Perf,P3 Sg Masc,P2 Sg,-,Neg,twalekx
Perf,P3 Sg Masc,P2 Pl,-,Pos,twalkom
Perf,P3 Sg Masc,P2 Pl,-,Neg,twalkomx
Perf,P3 Sg Masc,P3 Sg Masc,-,Pos,twalu
Perf,P3 Sg Masc,P3 Sg Masc,-,Neg,twalux
Perf,P3 Sg Masc,P3 Sg Fem,-,Pos,twalha
Perf,P3 Sg Masc,P3 Sg Fem,-,Neg,twalhiex
Perf,P3 Sg Masc,P3 Pl,-,Pos,twalhom
Perf,P3 Sg Masc,P3 Pl,-,Neg,twalhomx
Perf,P3 Sg Masc,-,P1 Sg,Pos,twalli
Perf,P3 Sg Masc,-,P1 Sg,Neg,twallix
Perf,P3 Sg Masc,-,P1 Pl,Pos,twalilna
Perf,P3 Sg Masc,-,P1 Pl,Neg,twalilniex
Perf,P3 Sg Masc,-,P2 Sg,Pos,twallek
Perf,P3 Sg Masc,-,P2 Sg,Neg,twallekx
Perf,P3 Sg Masc,-,P2 Pl,Pos,twalilkom
Perf,P3 Sg Masc,-,P2 Pl,Neg,twalilkomx
Perf,P3 Sg Masc,-,P3 Sg Masc,Pos,twallu
Perf,P3 Sg Masc,-,P3 Sg Masc,Neg,twallux
Perf,P3 Sg Masc,-,P3 Sg Fem,Pos,twalilha
Perf,P3 Sg Masc,-,P3 Sg Fem,Neg,twalilhiex
Perf,P3 Sg Masc,-,P3 Pl,Pos,twalilhom
Perf,P3 Sg Masc,-,P3 Pl,Neg,twalilhomx
Perf,P3 Sg Masc,P3 Sg Masc,P1 Sg,Pos,twalhuli
Perf,P3 Sg Masc,P3 Sg Masc,P1 Sg,Neg,twalhulix
Perf,P3 Sg Masc,P3 Sg Masc,P1 Pl,Pos,twalhulna
Perf,P3 Sg Masc,P3 Sg Masc,P1 Pl,Neg,twalhulniex
Perf,P3 Sg Masc,P3 Sg Masc,P2 Sg,Pos,twalhulek
Perf,P3 Sg Masc,P3 Sg Masc,P2 Sg,Neg,twalhulekx
Perf,P3 Sg Masc,P3 Sg Masc,P2 Pl,Pos,twalhulkom
Perf,P3 Sg Masc,P3 Sg Masc,P2 Pl,Neg,twalhulkomx
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Masc,Pos,twalhulu
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Masc,Neg,twalhulux
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Fem,Pos,twalhulha
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Fem,Neg,twalhulhiex
Perf,P3 Sg Masc,P3 Sg Masc,P3 Pl,Pos,twalhulhom
Perf,P3 Sg Masc,P3 Sg Masc,P3 Pl,Neg,twalhulhomx
Perf,P3 Sg Masc,P3 Sg Fem,P1 Sg,Pos,twalhieli
Perf,P3 Sg Masc,P3 Sg Fem,P1 Sg,Neg,twalhilix
Perf,P3 Sg Masc,P3 Sg Fem,P1 Pl,Pos,twalhielna
Perf,P3 Sg Masc,P3 Sg Fem,P1 Pl,Neg,twalhilniex
Perf,P3 Sg Masc,P3 Sg Fem,P2 Sg,Pos,twalhielek
Perf,P3 Sg Masc,P3 Sg Fem,P2 Sg,Neg,twalhilekx
Perf,P3 Sg Masc,P3 Sg Fem,P2 Pl,Pos,twalhielkom
Perf,P3 Sg Masc,P3 Sg Fem,P2 Pl,Neg,twalhilkomx
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Masc,Pos,twalhielu
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Masc,Neg,twalhilux
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Fem,Pos,twalhielha
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Fem,Neg,twalhilhiex
Perf,P3 Sg Masc,P3 Sg Fem,P3 Pl,Pos,twalhielhom
Perf,P3 Sg Masc,P3 Sg Fem,P3 Pl,Neg,twalhilhomx
Perf,P3 Sg Masc,P3 Pl,P1 Sg,Pos,twalhomli
Perf,P3 Sg Masc,P3 Pl,P1 Sg,Neg,twalhomlix
Perf,P3 Sg Masc,P3 Pl,P1 Pl,Pos,twalhomlna
Perf,P3 Sg Masc,P3 Pl,P1 Pl,Neg,twalhomlniex
Perf,P3 Sg Masc,P3 Pl,P2 Sg,Pos,twalhomlok
Perf,P3 Sg Masc,P3 Pl,P2 Sg,Neg,twalhomlokx
Perf,P3 Sg Masc,P3 Pl,P2 Pl,Pos,twalhomlkom
Perf,P3 Sg Masc,P3 Pl,P2 Pl,Neg,twalhomlkomx
Perf,P3 Sg Masc,P3 Pl,P3 Sg Masc,Pos,twalhomlu
Perf,P3 Sg Masc,P3 Pl,P3 Sg Masc,Neg,twalhomlux
Perf,P3 Sg Masc,P3 Pl,P3 Sg Fem,Pos,twalhomlha
Perf,P3 Sg Masc,P3 Pl,P3 Sg Fem,Neg,twalhomlhiex
Perf,P3 Sg Masc,P3 Pl,P3 Pl,Pos,twalhomlhom
Perf,P3 Sg Masc,P3 Pl,P3 Pl,Neg,twalhomlhomx
Perf,P3 Sg Fem,-,-,Pos,twalet
Perf,P3 Sg Fem,-,-,Neg,twalitx
Perf,P3 Sg Fem,P1 Sg,-,Pos,twalitni
Perf,P3 Sg Fem,P1 Sg,-,Neg,twalitnix
Perf,P3 Sg Fem,P1 Pl,-,Pos,twalitna
Perf,P3 Sg Fem,P1 Pl,-,Neg,twalitniex
Perf,P3 Sg Fem,P2 Sg,-,Pos,twalitek
Perf,P3 Sg Fem,P2 Sg,-,Neg,twalitekx
Perf,P3 Sg Fem,P2 Pl,-,Pos,twalitkom
Perf,P3 Sg Fem,P2 Pl,-,Neg,twalitkomx
Perf,P3 Sg Fem,P3 Sg Masc,-,Pos,twalitu
Perf,P3 Sg Fem,P3 Sg Masc,-,Neg,twalitux
Perf,P3 Sg Fem,P3 Sg Fem,-,Pos,twalitha
Perf,P3 Sg Fem,P3 Sg Fem,-,Neg,twalithiex
Perf,P3 Sg Fem,P3 Pl,-,Pos,twalithom
Perf,P3 Sg Fem,P3 Pl,-,Neg,twalithomx
Perf,P3 Sg Fem,-,P1 Sg,Pos,twalitli
Perf,P3 Sg Fem,-,P1 Sg,Neg,twalitlix
Perf,P3 Sg Fem,-,P1 Pl,Pos,twalitilna
Perf,P3 Sg Fem,-,P1 Pl,Neg,twalitilniex
Perf,P3 Sg Fem,-,P2 Sg,Pos,twalitlek
Perf,P3 Sg Fem,-,P2 Sg,Neg,twalitlekx
Perf,P3 Sg Fem,-,P2 Pl,Pos,twalitilkom
Perf,P3 Sg Fem,-,P2 Pl,Neg,twalitilkomx
Perf,P3 Sg Fem,-,P3 Sg Masc,Pos,twalitlu
Perf,P3 Sg Fem,-,P3 Sg Masc,Neg,twalitlux
Perf,P3 Sg Fem,-,P3 Sg Fem,Pos,twalitilha
Perf,P3 Sg Fem,-,P3 Sg Fem,Neg,twalitilhiex
Perf,P3 Sg Fem,-,P3 Pl,Pos,twalitilhom
Perf,P3 Sg Fem,-,P3 Pl,Neg,twalitilhomx
Perf,P3 Sg Fem,P3 Sg Masc,P1 Sg,Pos,twalithuli
Perf,P3 Sg Fem,P3 Sg Masc,P1 Sg,Neg,twalithulix
Perf,P3 Sg Fem,P3 Sg Masc,P1 Pl,Pos,twalithulna
Perf,P3 Sg Fem,P3 Sg Masc,P1 Pl,Neg,twalithulniex
Perf,P3 Sg Fem,P3 Sg Masc,P2 Sg,Pos,twalithulek
Perf,P3 Sg Fem,P3 Sg Masc,P2 Sg,Neg,twalithulekx
Perf,P3 Sg Fem,P3 Sg Masc,P2 Pl,Pos,twalithulkom
