aspect,subj,do,io,pol,surface
Perf,P2 Sg,P1 Sg,-,Pos,staħbejtni
Perf,P2 Sg,P1 Sg,-,Neg,staħbejtnix
Perf,P2 Sg,P1 Pl,-,Pos,staħbejtna
Perf,P2 Sg,P1 Pl,-,Neg,staħbejtniex
Perf,P2 Sg,P2 Sg,-,Pos,-
Perf,P2 Sg,P2 Sg,-,Neg,-
Perf,P2 Sg,P2 Pl,-,Pos,-
Perf,P2 Sg,P2 Pl,-,Neg,-
Perf,P2 Sg,P3 Sg Masc,-,Pos,staħbejtu
Perf,P2 Sg,P3 Sg Masc,-,Neg,staħbejtux
Perf,P2 Sg,P3 Sg Fem,-,Pos,staħbejtha
Perf,P2 Sg,P3 Sg Fem,-,Neg,staħbejthiex
Perf,P2 Sg,P3 Pl,-,Pos,staħbejthom
Perf,P2 Sg,P3 Pl,-,Neg,staħbejthomx
Perf,P2 Sg,-,P1 Sg,Pos,staħbejtli
Perf,P2 Sg,-,P1 Sg,Neg,staħbejtlix
Perf,P2 Sg,-,P1 Pl,Pos,staħbejtilna
Perf,P2 Sg,-,P1 Pl,Neg,staħbejtilniex
Perf,P2 Sg,-,P2 Sg,Pos,-
Perf,P2 Sg,-,P2 Sg,Neg,-
Perf,P2 Sg,-,P2 Pl,Pos,-
Perf,P2 Sg,-,P2 Pl,Neg,-
Perf,P2 Sg,-,P3 Sg Masc,Pos,staħbejtlu
Perf,P2 Sg,-,P3 Sg Masc,Neg,staħbejtlux
Perf,P2 Sg,-,P3 Sg Fem,Pos,staħbejtilha
Perf,P2 Sg,-,P3 Sg Fem,Neg,staħbejtilhiex
Perf,P2 Sg,-,P3 Pl,Pos,staħbejtilhom
Perf,P2 Sg,-,P3 Pl,Neg,staħbejtilhomx
Perf,P2 Sg,P3 Sg Masc,P1 Sg,Pos,staħbejthuli
Perf,P2 Sg,P3 Sg Masc,P1 Sg,Neg,staħbejthulix
Perf,P2 Sg,P3 Sg Masc,P1 Pl,Pos,staħbejthulna
Perf,P2 Sg,P3 Sg Masc,P1 Pl,Neg,staħbejthulniex
Perf,P2 Sg,P3 Sg Masc,P2 Sg,Pos,-
Perf,P2 Sg,P3 Sg Masc,P2 Sg,Neg,-
Perf,P2 Sg,P3 Sg Masc,P2 Pl,Pos,-
Perf,P2 Sg,P3 Sg Masc,P2 Pl,Neg,-
Perf,P2 Sg,P3 Sg Masc,P3 Sg Masc,Pos,staħbejthulu
Perf,P2 Sg,P3 Sg Masc,P3 Sg Masc,Neg,staħbejthulux
Perf,P2 Sg,P3 Sg Masc,P3 Sg Fem,Pos,staħbejthulha
Perf,P2 Sg,P3 Sg Masc,P3 Sg Fem,Neg,staħbejthulhiex
Perf,P2 Sg,P3 Sg Masc,P3 Pl,Pos,staħbejthulhom
Perf,P2 Sg,P3 Sg Masc,P3 Pl,Neg,staħbejthulhomx
Perf,P2 Sg,P3 Sg Fem,P1 Sg,Pos,staħbejthieli
Perf,P2 Sg,P3 Sg Fem,P1 Sg,Neg,staħbejthilix
Perf,P2 Sg,P3 Sg Fem,P1 Pl,Pos,staħbejthielna
Perf,P2 Sg,P3 Sg Fem,P1 Pl,Neg,staħbejthilniex
Perf,P2 Sg,P3 Sg Fem,P2 Sg,Pos,-
Perf,P2 Sg,P3 Sg Fem,P2 Sg,Neg,-
Perf,P2 Sg,P3 Sg Fem,P2 Pl,Pos,-
Perf,P2 Sg,P3 Sg Fem,P2 Pl,Neg,-
Perf,P2 Sg,P3 Sg Fem,P3 Sg Masc,Pos,staħbejthielu
Perf,P2 Sg,P3 Sg Fem,P3 Sg Masc,Neg,staħbejthilux
Perf,P2 Sg,P3 Sg Fem,P3 Sg Fem,Pos,staħbejthielha
Perf,P2 Sg,P3 Sg Fem,P3 Sg Fem,Neg,staħbejthilhiex
Perf,P2 Sg,P3 Sg Fem,P3 Pl,Pos,staħbejthielhom
Perf,P2 Sg,P3 Sg Fem,P3 Pl,Neg,staħbejthilhomx
Perf,P2 Sg,P3 Pl,P1 Sg,Pos,staħbejthomli
Perf,P2 Sg,P3 Pl,P1 Sg,Neg,staħbejthomlix
Perf,P2 Sg,P3 Pl,P1 Pl,Pos,staħbejthomlna
Perf,P2 Sg,P3 Pl,P1 Pl,Neg,staħbejthomlniex
Perf,P2 Sg,P3 Pl,P2 Sg,Pos,-
Perf,P2 Sg,P3 Pl,P2 Sg,Neg,-
Perf,P2 Sg,P3 Pl,P2 Pl,Pos,-
Perf,P2 Sg,P3 Pl,P2 Pl,Neg,-
Perf,P2 Sg,P3 Pl,P3 Sg Masc,Pos,staħbejthomlu
Perf,P2 Sg,P3 Pl,P3 Sg Masc,Neg,staħbejthomlux
Perf,P2 Sg,P3 Pl,P3 Sg Fem,Pos,staħbejthomlha
Perf,P2 Sg,P3 Pl,P3 Sg Fem,Neg,staħbejthomlhiex
Perf,P2 Sg,P3 Pl,P3 Pl,Pos,staħbejthomlhom
Perf,P2 Sg,P3 Pl,P3 Pl,Neg,staħbejthomlhomx
Perf,P2 Pl,-,-,Pos,staħbejtu
Perf,P2 Pl,-,-,Neg,staħbejtux
Perf,P2 Pl,P1 Sg,-,Pos,staħbejtuni
Perf,P2 Pl,P1 Sg,-,Neg,staħbejtunix
Perf,P2 Pl,P1 Pl,-,Pos,staħbejtuna
Perf,P2 Pl,P1 Pl,-,Neg,staħbejtuniex
Perf,P2 Pl,P2 Sg,-,Pos,-
Perf,P2 Pl,P2 Sg,-,Neg,-
Perf,P2 Pl,P2 Pl,-,Pos,-
Perf,P2 Pl,P2 Pl,-,Neg,-
Perf,P2 Pl,P3 Sg Masc,-,Pos,staħbejtuh
Perf,P2 Pl,P3 Sg Masc,-,Neg,staħbejtuhx
Perf,P2 Pl,P3 Sg Fem,-,Pos,staħbejtuha
Perf,P2 Pl,P3 Sg Fem,-,Neg,staħbejtuhiex
Perf,P2 Pl,P3 Pl,-,Pos,staħbejtuhom
Perf,P2 Pl,P3 Pl,-,Neg,staħbejtuhomx
Perf,P2 Pl,-,P1 Sg,Pos,staħbejtuli
Perf,P2 Pl,-,P1 Sg,Neg,staħbejtulix
Perf,P2 Pl,-,P1 Pl,Pos,staħbejtulna
Perf,P2 Pl,-,P1 Pl,Neg,staħbejtulniex
Perf,P2 Pl,-,P2 Sg,Pos,-
Perf,P2 Pl,-,P2 Sg,Neg,-
Perf,P2 Pl,-,P2 Pl,Pos,-
Perf,P2 Pl,-,P2 Pl,Neg,-
Perf,P2 Pl,-,P3 Sg Masc,Pos,staħbejtulu
Perf,P2 Pl,-,P3 Sg Masc,Neg,staħbejtulux
Perf,P2 Pl,-,P3 Sg Fem,Pos,staħbejtulha
Perf,P2 Pl,-,P3 Sg Fem,Neg,staħbejtulhiex
Perf,P2 Pl,-,P3 Pl,Pos,staħbejtulhom
Perf,P2 Pl,-,P3 Pl,Neg,staħbejtulhomx
Perf,P2 Pl,P3 Sg Masc,P1 Sg,Pos,staħbejtuhuli
Perf,P2 Pl,P3 Sg Masc,P1 Sg,Neg,staħbejtuhulix
Perf,P2 Pl,P3 Sg Masc,P1 Pl,Pos,staħbejtuhulna
Perf,P2 Pl,P3 Sg Masc,P1 Pl,Neg,staħbejtuhulniex
Perf,P2 Pl,P3 Sg Masc,P2 Sg,Pos,-
Perf,P2 Pl,P3 Sg Masc,P2 Sg,Neg,-
Perf,P2 Pl,P3 Sg Masc,P2 Pl,Pos,-
Perf,P2 Pl,P3 Sg Masc,P2 Pl,Neg,-
Perf,P2 Pl,P3 Sg Masc,P3 Sg Masc,Pos,staħbejtuhulu
Perf,P2 Pl,P3 Sg Masc,P3 Sg Masc,Neg,staħbejtuhulux
Perf,P2 Pl,P3 Sg Masc,P3 Sg Fem,Pos,staħbejtuhulha
Perf,P2 Pl,P3 Sg Masc,P3 Sg Fem,Neg,staħbejtuhulhiex
Perf,P2 Pl,P3 Sg Masc,P3 Pl,Pos,staħbejtuhulhom
Perf,P2 Pl,P3 Sg Masc,P3 Pl,Neg,staħbejtuhulhomx
Perf,P2 Pl,P3 Sg Fem,P1 Sg,Pos,staħbejtuhieli
Perf,P2 Pl,P3 Sg Fem,P1 Sg,Neg,staħbejtuhilix
Perf,P2 Pl,P3 Sg Fem,P1 Pl,Pos,staħbejtuhielna
Perf,P2 Pl,P3 Sg Fem,P1 Pl,Neg,staħbejtuhilniex
Perf,P2 Pl,P3 Sg Fem,P2 Sg,Pos,-
Perf,P2 Pl,P3 Sg Fem,P2 Sg,Neg,-
Perf,P2 Pl,P3 Sg Fem,P2 Pl,Pos,-
Perf,P2 Pl,P3 Sg Fem,P2 Pl,Neg,-
Perf,P2 Pl,P3 Sg Fem,P3 Sg Masc,Pos,staħbejtuhielu
Perf,P2 Pl,P3 Sg Fem,P3 Sg Masc,Neg,staħbejtuhilux
Perf,P2 Pl,P3 Sg Fem,P3 Sg Fem,Pos,staħbejtuhielha
Perf,P2 Pl,P3 Sg Fem,P3 Sg Fem,Neg,staħbejtuhilhiex
Perf,P2 Pl,P3 Sg Fem,P3 Pl,Pos,staħbejtuhielhom
Perf,P2 Pl,P3 Sg Fem,P3 Pl,Neg,staħbejtuhilhomx
Perf,P2 Pl,P3 Pl,P1 Sg,Pos,staħbejtuhomli
Perf,P2 Pl,P3 Pl,P1 Sg,Neg,staħbejtuhomlix
Perf,P2 Pl,P3 Pl,P1 Pl,Pos,staħbejtuhomlna
Perf,P2 Pl,P3 Pl,P1 Pl,Neg,staħbejtuhomlniex
Perf,P2 Pl,P3 Pl,P2 Sg,Pos,-
Perf,P2 Pl,P3 Pl,P2 Sg,Neg,-
Perf,P2 Pl,P3 Pl,P2 Pl,Pos,-
Perf,P2 Pl,P3 Pl,P2 Pl,Neg,-
Perf,P2 Pl,P3 Pl,P3 Sg Masc,Pos,staħbejtuhomlu
Perf,P2 Pl,P3 Pl,P3 Sg Masc,Neg,staħbejtuhomlux
Perf,P2 Pl,P3 Pl,P3 Sg Fem,Pos,staħbejtuhomlha
Perf,P2 Pl,P3 Pl,P3 Sg Fem,Neg,staħbejtuhomlhiex
Perf,P2 Pl,P3 Pl,P3 Pl,Pos,staħbejtuhomlhom
Perf,P2 Pl,P3 Pl,P3 Pl,Neg,staħbejtuhomlhomx
Perf,P3 Sg Masc,-,-,Pos,staħba
Perf,P3 Sg Masc,-,-,Neg,staħbax
Perf,P3 Sg Masc,P1 Sg,-,Pos,staħbani
Perf,P3 Sg Masc,P1 Sg,-,Neg,staħbanix
Perf,P3 Sg Masc,P1 Pl,-,Pos,staħbana
Perf,P3 Sg Masc,P1 Pl,-,Neg,staħbaniex
Perf,P3 Sg Masc,P2 Sg,-,Pos,staħbaak
Perf,P3 Sg Masc,P2 Sg,-,Neg,staħbaakx
Perf,P3 Sg Masc,P2 Pl,-,Pos,staħbakom
Perf,P3 Sg Masc,P2 Pl,-,Neg,staħbakomx
Perf,P3 Sg Masc,P3 Sg Masc,-,Pos,staħbaah
Perf,P3 Sg Masc,P3 Sg Masc,-,Neg,staħbaahx
Perf,P3 Sg Masc,P3 Sg Fem,-,Pos,staħbaha
Perf,P3 Sg Masc,P3 Sg Fem,-,Neg,staħbahiex
Perf,P3 Sg Masc,P3 Pl,-,Pos,staħbahom
Perf,P3 Sg Masc,P3 Pl,-,Neg,staħbahomx
Perf,P3 Sg Masc,-,P1 Sg,Pos,staħbali
Perf,P3 Sg Masc,-,P1 Sg,Neg,staħbalix
Perf,P3 Sg Masc,-,P1 Pl,Pos,staħbaalna
Perf,P3 Sg Masc,-,P1 Pl,Neg,staħbaalniex
Perf,P3 Sg Masc,-,P2 Sg,Pos,staħbalek
Perf,P3 Sg Masc,-,P2 Sg,Neg,staħbalekx
Perf,P3 Sg Masc,-,P2 Pl,Pos,staħbaalkom
Perf,P3 Sg Masc,-,P2 Pl,Neg,staħbaalkomx
Perf,P3 Sg Masc,-,P3 Sg Masc,Pos,staħbalu
Perf,P3 Sg Masc,-,P3 Sg Masc,Neg,staħbalux
Perf,P3 Sg Masc,-,P3 Sg Fem,Pos,staħbaalha
Perf,P3 Sg Masc,-,P3 Sg Fem,Neg,staħbaalhiex
Perf,P3 Sg Masc,-,P3 Pl,Pos,staħbaalhom
Perf,P3 Sg Masc,-,P3 Pl,Neg,staħbaalhomx
Perf,P3 Sg Masc,P3 Sg Masc,P1 Sg,Pos,staħbahuli
Perf,P3 Sg Masc,P3 Sg Masc,P1 Sg,Neg,staħbahulix
Perf,P3 Sg Masc,P3 Sg Masc,P1 Pl,Pos,staħbahulna
Perf,P3 Sg Masc,P3 Sg Masc,P1 Pl,Neg,staħbahulniex
Perf,P3 Sg Masc,P3 Sg Masc,P2 Sg,Pos,staħbahulek
Perf,P3 Sg Masc,P3 Sg Masc,P2 Sg,Neg,staħbahulekx
Perf,P3 Sg Masc,P3 Sg Masc,P2 Pl,Pos,staħbahulkom
Perf,P3 Sg Masc,P3 Sg Masc,P2 Pl,Neg,staħbahulkomx
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Masc,Pos,staħbahulu
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Masc,Neg,staħbahulux
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Fem,Pos,staħbahulha
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Fem,Neg,staħbahulhiex
Perf,P3 Sg Masc,P3 Sg Masc,P3 Pl,Pos,staħbahulhom
Perf,P3 Sg Masc,P3 Sg Masc,P3 Pl,Neg,staħbahulhomx
Perf,P3 Sg Masc,P3 Sg Fem,P1 Sg,Pos,staħbahieli
Perf,P3 Sg Masc,P3 Sg Fem,P1 Sg,Neg,staħbahilix
Perf,P3 Sg Masc,P3 Sg Fem,P1 Pl,Pos,staħbahielna
Perf,P3 Sg Masc,P3 Sg Fem,P1 Pl,Neg,staħbahilniex
Perf,P3 Sg Masc,P3 Sg Fem,P2 Sg,Pos,staħbahielek
Perf,P3 Sg Masc,P3 Sg Fem,P2 Sg,Neg,staħbahilekx
Perf,P3 Sg Masc,P3 Sg Fem,P2 Pl,Pos,staħbahielkom
Perf,P3 Sg Masc,P3 Sg Fem,P2 Pl,Neg,staħbahilkomx
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Masc,Pos,staħbahielu
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Masc,Neg,staħbahilux
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Fem,Pos,staħbahielha
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Fem,Neg,staħbahilhiex
Perf,P3 Sg Masc,P3 Sg Fem,P3 Pl,Pos,staħbahielhom
Perf,P3 Sg Masc,P3 Sg Fem,P3 Pl,Neg,staħbahilhomx
Perf,P3 Sg Masc,P3 Pl,P1 Sg,Pos,staħbahomli
Perf,P3 Sg Masc,P3 Pl,P1 Sg,Neg,staħbahomlix
Perf,P3 Sg Masc,P3 Pl,P1 Pl,Pos,staħbahomlna
Perf,P3 Sg Masc,P3 Pl,P1 Pl,Neg,staħbahomlniex
Perf,P3 Sg Masc,P3 Pl,P2 Sg,Pos,staħbahomlok
Perf,P3 Sg Masc,P3 Pl,P2 Sg,Neg,staħbahomlokx
Perf,P3 Sg Masc,P3 Pl,P2 Pl,Pos,staħbahomlkom
Perf,P3 Sg Masc,P3 Pl,P2 Pl,Neg,staħbahomlkomx
Perf,P3 Sg Masc,P3 Pl,P3 Sg Masc,Pos,staħbahomlu
Perf,P3 Sg Masc,P3 Pl,P3 Sg Masc,Neg,staħbahomlux
Perf,P3 Sg Masc,P3 Pl,P3 Sg Fem,Pos,staħbahomlha
Perf,P3 Sg Masc,P3 Pl,P3 Sg Fem,Neg,staħbahomlhiex
Perf,P3 Sg Masc,P3 Pl,P3 Pl,Pos,staħbahomlhom
Perf,P3 Sg Masc,P3 Pl,P3 Pl,Neg,staħbahomlhomx
Perf,P3 Sg Fem,-,-,Pos,staħbet
Perf,P3 Sg Fem,-,-,Neg,staħbitx
Perf,P3 Sg Fem,P1 Sg,-,Pos,staħbitni
Perf,P3 Sg Fem,P1 Sg,-,Neg,staħbitnix
Perf,P3 Sg Fem,P1 Pl,-,Pos,staħbitna
Perf,P3 Sg Fem,P1 Pl,-,Neg,staħbitniex
Perf,P3 Sg Fem,P2 Sg,-,Pos,staħbitek
Perf,P3 Sg Fem,P2 Sg,-,Neg,staħbitekx
Perf,P3 Sg Fem,P2 Pl,-,Pos,staħbitkom
Perf,P3 Sg Fem,P2 Pl,-,Neg,staħbitkomx
Perf,P3 Sg Fem,P3 Sg Masc,-,Pos,staħbitu
Perf,P3 Sg Fem,P3 Sg Masc,-,Neg,staħbitux
Perf,P3 Sg Fem,P3 Sg Fem,-,Pos,staħbitha
Perf,P3 Sg Fem,P3 Sg Fem,-,Neg,staħbithiex
Perf,P3 Sg Fem,P3 Pl,-,Pos,staħbithom
Perf,P3 Sg Fem,P3 Pl,-,Neg,staħbithomx
Perf,P3 Sg Fem,-,P1 Sg,Pos,staħbitli
Perf,P3 Sg Fem,-,P1 Sg,Neg,staħbitlix
Perf,P3 Sg Fem,-,P1 Pl,Pos,staħbitilna
Perf,P3 Sg Fem,-,P1 Pl,Neg,staħbitilniex
Perf,P3 Sg Fem,-,P2 Sg,Pos,staħbitlek
Perf,P3 Sg Fem,-,P2 Sg,Neg,staħbitlekx
Perf,P3 Sg Fem,-,P2 Pl,Pos,staħbitilkom
